Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
1985,Progressive Pearl ,Sector 4A Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,575.0,15652,5,2,2,90.0
1986,Unnamed Property,Vakola Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1051.0,22359,9,2,2,235.0
1987,Unnamed Property,Prabhat Colony Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,845.0,23313,1,2,2,197.0
1988,Unnamed Property,Prabhat Colony Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1064.0,23496,5,2,2,250.0
1989,Unnamed Property,Santacruz East Mumbai South West Mumbai,Santacruz Mumbai,10+ Year,Ready To Move,Super Built Up Area,827.0,13301,2,1,1,110.0
1990,Primus Residences ,Santacruz East Mumbai South West Mumbai,Santacruz Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1108.0,24368,12,2,2,270.0
1991,Unnamed Property,Santacruz East Mumbai South West Mumbai,Santacruz Mumbai,10+ Year,Ready To Move,Super Built Up Area,568.0,16197,5,1,1,92.0
1992,Unnamed Property,Prabhat Colony Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1132.0,19876,7,2,2,225.0
1993,Shivalik Tower ,Opposite Express Highway Kandivali East Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,1050.0,21428,12,2,2,225.0
1994,Chandiwala Pearl Heights ,Yagna Nagar Mumbai,Yagna Nagar,10+ Year,Ready To Move,Carpet Area,750.0,28533,9,2,2,214.0
1995,Unnamed Property,Versova Mumbai,Versova Mumbai,10+ Year,Ready To Move,Carpet Area,750.0,27333,9,2,2,205.0
1996,Chandiwala Pearl Heights ,Yagna Nagar Mumbai,Yagna Nagar,10+ Year,Ready To Move,Carpet Area,750.0,28666,9,2,2,215.0
1997,Unnamed Property,000 Malad West Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1117.0,41181,23,3,3,460.0
1998,Kanakia Hollywood ,Versova Mumbai,Versova Mumbai,1 to 5 Year,Ready To Move,Carpet Area,720.0,39583,11,2,2,285.0
1999,Vinay Unique Imperia ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,3714,6,1,2,26.0
2000,Bindra Complex ,101 Andheri East Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,610.0,25409,1,2,2,155.0
2001,Bindra Complex ,102 Andheri East Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,400.0,25000,10,1,2,100.0
2002,Unnamed Property,Versova Mumbai,Versova Mumbai,10+ Year,Ready To Move,Carpet Area,750.0,29333,4,2,2,220.0
2003,Unnamed Property,302 Andheri East Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,450.0,24444,4,1,2,110.0
2004,Poonam Park View ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,655.0,5801,9,1,2,38.0
2005,Unnamed Property,Amboli Mumbai,Amboli Mumbai,10+ Year,Ready To Move,Carpet Area,1150.0,18347,12,3,3,211.0
2006,Unnamed Property,201 90 feet Road Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,475.0,15789,4,1,1,75.0
2007,Unnamed Property,401 Friends Colony Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,500.0,14000,4,1,1,70.0
2008,Shah Complex 2 ,Sector 13 Sanpada Navi Mumbai Mumbai,Sanpada Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,550.0,20909,5,2,2,115.0
2009,City Icon ,Sector 19 Taloja Phase 2 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1050.0,5523,3,2,2,58.0
2010,Muktistar Mannat ,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000.0,4300,1,2,2,43.0
2011,Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,650.0,6461,5,1,1,42.0
2012,Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,5461,6,1,1,35.5
2013,Arihant Amodini ,Sector 24 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1070.0,6074,15,2,2,65.0
2014,SM Olive Paradise ,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,655.0,5496,5,1,1,36.0
2015,City Icon ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1050.0,5333,3,2,2,56.0
2016,Evershine Millennium Paradise ,Thakur Village Mumbai,Thakur Village,10+ Year,Ready To Move,Built Up Area,590.0,17796,3,1,2,105.0
2017,SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1830.0,18852,7,3,3,345.0
2018,BKS Galaxy ,Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,8608,5,2,2,99.0
2019,Dhruv Heights ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1625.0,10153,7,3,3,165.0
2020,Giriraj Horizon ,Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,11000,7,3,3,165.0
2021,Unnamed Property,Sector 12 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,11250,3,2,2,135.0
2022,Kesar Harmony ,Sector 6 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1715.0,15743,6,3,3,270.0
2023,Regency Gardens ,Sector 6 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2355.0,14861,3,4,4,350.0
2024,White City ,006 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,16000,20,2,2,160.0
2025,White City ,Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,18333,16,2,2,220.0
2026,White City ,001 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,14117,21,1,1,108.0
2027,White City ,007 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,15032,25,1,2,115.0
2028,Gurukrupa Marina Enclave ,20th Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,840.0,22380,19,3,3,188.0
2029,Bhagwati Greens ,Sector 23 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1275.0,27450,10,3,3,350.0
2030,Armstrongs Hex Blox ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,10000,10,2,2,125.0
2031,Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2000.0,11000,9,3,3,220.0
2032,Aakash Srishthi ,Andheri East Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438.0,31000,6,1,2,135.0
2033,Unnamed Property,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,877.0,33637,44,3,2,295.0
2034,Luxora Crystal Spires ,0000 Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1340.0,17910,3,3,3,240.0
2035,Luxora Crystal Spires ,0000 Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1490.0,17449,3,3,3,260.0
2036,Dosti Imperia ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1750.0,14285,19,3,3,250.0
2037,Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7172,2,1,1,52.0
2038,Unnamed Property,001 Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,700.0,8142,4,1,1,57.0
2039,Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1800.0,13888,26,3,3,250.0
2040,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,585.0,7350,2,1,1,43.0
2041,Unnamed Property,Patlipada Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,16666,3,2,2,150.0
2042,Kalpataru Hills ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,12333,8,2,2,111.0
2043,T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1300.0,14230,11,3,2,185.0
2044,T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,13421,3,3,3,255.0
2045,Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,12222,4,2,2,110.0
2046,Unnamed Property,Natwar Nagar Mumbai,Natwar Nagar,1 to 5 Year,Ready To Move,Carpet Area,225.0,28222,11,1,1,63.5
2047,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,980.0,7653,1,2,2,75.0
2048,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,680.0,6617,4,1,1,45.0
2049,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,630.0,8888,8,1,1,56.0
2050,Om Cygnus ,Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,9086,10,2,2,104.0
2051,Star Galaxy ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1180.0,7278,8,2,2,85.9
2052,Siddhivinayak Utopia ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1156.0,9083,5,2,2,105.0
2053,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Carpet Area,700.0,17142,16,2,3,120.0
2054,Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1100.0,13636,23,2,2,150.0
2055,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,390.0,38461,8,1,1,150.0
2056,Unnamed Property,Rajan Pada Mumbai,Rajan Pada,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,15714,6,2,2,165.0
2057,Dhoot New Sonali CHS ,Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,21000,8,2,2,210.0
2058,Dhoot New Sonali CHS ,Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,894.0,31208,9,3,3,279.0
2059,Shapoorji Pallonji Vicinia ,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1070.0,34112,16,3,3,365.0
2060,Unnamed Property,Goregaon West Mumbai,Goregaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1570.0,17515,20,2,2,275.0
2061,Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,400.0,26250,2,1,2,105.0
2062,Unnamed Property,107 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,3107,1,1,1,21.8
2063,Unnamed Property,401 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,660.0,3106,4,1,1,20.5
2064,Unnamed Property,302 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,660.0,3062,3,1,1,20.2
2065,Unnamed Property,003 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,410.0,3536,0,1,1,14.5
2066,Unnamed Property,Borivali West Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,800.0,28125,3,2,2,225.0
2067,Unnamed Property,Mahavir Nagar Mumbai,Mahavir Nagar,10+ Year,Ready To Move,Carpet Area,800.0,40625,7,3,3,325.0
2068,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,38284,14,1,2,145.0
2069,Lodha Casa Ultima ,001 Chirak Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,840.0,11428,12,2,2,96.0
2070,Anchorage Apartment ,Bandra West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,641.0,53198,6,2,2,341.0
2071,Unnamed Property,Bandra West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,1248.0,54086,3,3,3,675.0
2072,SD Epsilon Tower ,Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,1047.0,28175,14,3,3,295.0
2073,SD Epsilon Tower ,Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,763.0,29488,37,2,2,225.0
2074,Unnamed Property,C121 Bhiwandi Mumbai Beyond Thane Mumbai,Bhiwandi,0 to 1 Year,Ready To Move,Built Up Area,1080.0,7785,21,2,2,55.2
2075,SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1037.0,31340,44,3,3,325.0
2076,Tata Amantra ,G0256 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1530.0,5773,21,3,3,88.3
2077,Tata Amantra ,F 2156 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1476.0,5849,22,3,2,86.3
2078,Sahakar Premier ,301 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1070.0,7444,3,2,2,79.7
2079,Strawberry ONYX ,101 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1015.0,8137,1,2,2,82.6
2080,Lodha Casa Ultima ,004 Chirak Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,622.0,14112,20,1,1,87.8
2081,Puranik City Phase 3 ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,13333,8,1,2,60.0
2082,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,904.0,20464,20,2,2,185.0
2083,Laabh Pehla Ghar Shubh Sanket Complex ,000 Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,411.0,10462,1,1,1,43.0
2084,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1000.0,19000,16,2,2,190.0
2085,Rutu Enclave ,000 Anand Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,411.0,11192,3,1,1,46.0
2086,Cosmos Jewels ,000 Anand Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,700.0,13142,8,2,2,92.0
2087,Unnamed Property,701 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,13600,7,2,2,170.0
2088,Dharti Ashtavinayak Tower ,604 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1310.0,6641,6,2,2,87.0
2089,Unnamed Property,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,11777,4,1,2,53.0
2090,Unique Greens ,000 kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,500.0,12600,12,1,2,63.0
2091,Unnamed Property,000 Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,430.0,12790,15,1,2,55.0
2092,Unnamed Property,000 Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,425.0,12705,5,1,2,54.0
2093,Puraniks Hometown ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,480.0,11250,2,1,1,54.0
2094,Shree Sankalp ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,14153,6,2,2,92.0
2095,Neelkanth Gardens ,Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1000.0,25500,3,2,2,255.0
2096,Vijaya Heritage ,Vijaya Heritage Road No 11 Central Avenue Road Central Avenue Road Chembur East Mumbai Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1450.0,26551,9,3,3,385.0
2097,Imperial Heights ,Goregaon West Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1445.0,23529,24,3,4,340.0
2098,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,700.0,10285,6,1,1,72.0
2099,Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,13076,10,1,1,85.0
2100,Avicon Levante ,800 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8857,8,1,2,62.0
2101,Pragati Moral Orchid ,400 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,705.0,7801,4,1,2,55.0
2102,Priyanka Unite ,200 Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1125.0,10933,2,2,2,123.0
2103,Unnamed Property,Hiranandani Meadows Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,11333,2,2,2,170.0
2104,Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920.0,24456,10,2,2,225.0
2105,Unnamed Property,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,677.0,11078,4,1,1,75.0
2106,The Park Residences ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1115.0,40358,15,3,3,450.0
2107,Raheja Acropolis ,Raheja Acropolis Ii Sion Trombay Road Deonar Chembur Mumbai Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1250.0,22000,3,3,2,275.0
2108,Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1185.0,12236,18,2,2,145.0
2109,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,9200,10,3,2,115.0
2110,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,9047,3,2,2,95.0
2111,City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,11011,14,2,2,98.0
2112,Shree Ramtanu Narayan Ellite ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,10588,5,1,1,72.0
2113,Prabhu Shrine ,604 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,450.0,12222,6,1,1,55.0
2114,Unnamed Property,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,6976,2,1,2,30.0
2115,Gami Amar Harmony ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,693.0,5627,14,1,2,39.0
2116,Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7354,19,2,2,82.0
2117,Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,690.0,7101,12,1,2,49.0
2118,Unnamed Property,Siddheshwar Garden Kolshet Road Near D Mart Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,710.0,16760,11,2,2,119.0
2119,Terraform Everest World ,Everest World Kolshet Road Dokali Pada Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,890.0,15955,12,3,2,142.0
2120,Unnamed Property,Kalpataru Sunrise Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1675.0,21779,8,3,3,235.0
2121,Lodha Amara ,Lodha Amara Thane W Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1450.0,16526,28,3,3,157.0
2122,Neelsidhi Tower ,Sector 12 Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1000.0,27500,1,3,3,275.0
2123,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14880,12,2,2,100.0
2124,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,23882,24,3,2,310.0
2125,Godrej The Trees ,Phirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2450.0,44897,17,4,4,1100.0
2126,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,22342,36,3,2,290.0
2127,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25038,38,3,3,325.0
2128,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25346,22,3,3,329.0
2129,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135.0,26431,28,3,2,300.0
2130,Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,940.0,36170,13,2,2,340.0
2131,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1120.0,38839,10,3,2,435.0
2132,Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640.0,26875,2,1,1,172.0
2133,Unnamed Property,Kapurbawadi Thane Mumbai,Kapurbawadi Thane,1 to 5 Year,Ready To Move,Built Up Area,740.0,19189,8,2,2,142.0
2134,Unnamed Property,Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,744.0,18951,8,2,2,141.0
2135,Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,8800,9,2,2,110.0
2136,Unnamed Property,Kolshet Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,940.0,17234,25,2,4,162.0
2137,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1150.0,8260,7,2,2,95.0
2138,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1186.0,20657,1,2,2,245.0
2139,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1905.0,19947,1,3,3,380.0
2140,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,8260,1,1,1,57.0
2141,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1335.0,10112,8,3,2,135.0
2142,Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,26595,2,2,2,200.0
2143,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,8571,12,2,2,90.0
2144,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,660.0,6060,4,1,2,40.0
