Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Toll Free 1800 41 99099,"333, Ghatkopar East, Central Mumbai suburbs, Mumbai",2.53 Crore,"37,205",Super Built up area 680(63.17 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 661 sq.ft. (61.41 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"302, Thane West, Thane, Mumbai",2.2 Crore,"16,923",Super Built up area 1300(120.77 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,2.0,3rd  ,10+ Year Old, Ready to move
Dosti Imperia ,"Opp --- R \' Mall Manpada, Manpada, Thane, Mumbai",4.35 Crore,"19,772",Built Up area: 2200 (204.39 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),4.0,5.0,20th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"3 Bhk Fully Furnished Flat Available, Thane West, Thane, Mumbai",3.5 Crore,"19,444",Built Up area: 1800 (167.23 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),3.0,3.0,Ground,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",76 Lac,"16,888",Carpet area: 450 (41.81 sq.m.),1.0,2.0,1st  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"Charkop, Sector 4 Charkop, Mumbai Andheri-Dahisar, Mumbai",85 Lac,"34,000",Plot area 250(23.23 sq.m.)Built Up area: 751 sq.ft. (69.77 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,3,10+ Year Old, Ready to move Property
Godrej Prime ,"Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71, Chembur, Mumbai Harbour, Mumbai",3.1 Crore,"17,613",Super Built up area 1760(163.51 sq.m.)Built Up area: 1408 sq.ft. (130.81 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,9th  ,1 to 5 Year Old, Ready to move
Godrej Prime ,"Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71, Chembur, Mumbai Harbour, Mumbai",2.2 Crore,"18,333",Super Built up area 1200(111.48 sq.m.)Built Up area: 960 sq.ft. (89.19 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Godrej Central ,"Godrej Central Shell Colony Chembur East Mumbai 71, Chembur East, Mumbai Harbour, Mumbai",2 Crore,"17,857",Super Built up area 1120(104.05 sq.m.)Built Up area: 896 sq.ft. (83.24 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Ashar Sapphire And Galleria ,"1111, Thane West, Thane, Mumbai",2.35 Crore,"24,736",Carpet area: 950 (88.26 sq.m.),3.0,3.0,24th  ,0 to 1 Year Old, Ready to move
Lodha The Park ," Worli, South Mumbai, Mumbai",4.4 Crore,"49,272",Super Built up area 1439(133.69 sq.m.)Built Up area: 1339 sq.ft. (124.4 sq.m.)Carpet area: 893 sq.ft. (82.96 sq.m.),2.0,2.0,37th  ,1 to 5 Year Old, Ready to move
Lodha The Park ," Worli, South Mumbai, Mumbai",10 Crore,"53,763",Super Built up area 2890(268.49 sq.m.)Built Up area: 2790 sq.ft. (259.2 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),5.0,5.0,55  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Chembur, Mumbai Harbour, Mumbai",3.4 Crore,"23,611",Super Built up area 1440(133.78 sq.m.)Built Up area: 1152 sq.ft. (107.02 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Hill Facing Flat Available, Thane West, Thane, Mumbai",2.7 Crore,"15,000",Built Up area: 1800 (167.23 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),3.0,3.0,12nd  ,0 to 1 Year Old, Ready to move Property
Cosmos Horizon 2 ," Pokhran 2, Thane, Mumbai",1.35 Crore,"19,285",Carpet area: 700 (65.03 sq.m.),2.0,2.0,12nd  ,10+ Year Old, Ready to move
Sadguru Complex ,"1301, Goregaon East, Mumbai Andheri-Dahisar, Mumbai",2.7 Crore,"33,750",Carpet area: 800 (74.32 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Karanjade, Navi Mumbai, Mumbai",42 Lac,"7,000",Super Built up area 600(55.74 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,5th  ,0 to 1 Year Old, Ready to move
Hiranandani Rodas Enclave Eva ,"Eva, Near New Horizon School, Rodas Enclave, Hiranandani Estate, Thane, Hiranandani Estate, Thane, Mumbai",2.25 Crore,"18,000",Super Built up area 1250(116.13 sq.m.)Built Up area: 1210 sq.ft. (112.41 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3.0,2.0,8th  ,1 to 5 Year Old, Ready to move
L and T Crescent Bay ,"L & T Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, South Mumbai, Mumbai",4.64 Crore,"24,421",Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1206 sq.ft. (112.04 sq.m.),3.0,3.0,30th  ,0 to 1 Year Old, Ready to move
L and T Crescent Bay ,"L & T Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, South Mumbai, Mumbai",3.52 Crore,"25,142",Super Built up area 1400(130.06 sq.m.)Built Up area: 1370 sq.ft. (127.28 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,14th  ,1 to 5 Year Old, Ready to move
L and T Crescent Bay ,"L & T Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, South Mumbai, Mumbai",3.45 Crore,"24,642",Super Built up area 1400(130.06 sq.m.)Built Up area: 1370 sq.ft. (127.28 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,16th  ,1 to 5 Year Old, Ready to move
Hiranandani Castle Rock ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",2.85 Crore,"40,948",Carpet area: 696 (64.66 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Castle Rock ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",2.98 Crore,"42,816",Carpet area: 696 (64.66 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Peninsula Celestia Spaces ,"Celestia Spaces, Next To Ashok Gardens, Mumbai., Parel, South Mumbai, Mumbai",4.9 Crore,"25,789",Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1237 sq.ft. (114.92 sq.m.),3.0,3.0,20th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Chandivali, Central Mumbai suburbs, Mumbai",3.5 Crore,"31,531",Carpet area: 1110 (103.12 sq.m.),3.0,3.0,3rd  ,1 to 5 Year Old, Ready to move Property
Swaraj Imperial ,"1203, Sector 10 Kharghar, Navi Mumbai, Mumbai",1.25 Crore,"10,204",Built Up area: 1225 (113.81 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Dosti Ambrosia ," Wadala East, Mumbai Harbour, Mumbai",2.7 Crore,"19,067",Super Built up area 1416(131.55 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move
Dosti Ambrosia ," Wadala East, Mumbai Harbour, Mumbai",2.66 Crore,"20,305",Super Built up area 1310(121.7 sq.m.)Carpet area: 910 sq.ft. (84.54 sq.m.),2.0,2.0,28th  ,1 to 5 Year Old, Ready to move
Oberoi Splendor ,"Oberoi Splendor, Nr. Oberoi International School, Jvlr, Andheri East, Mumbai 400060, Jogeshwari East, Mumbai Andheri-Dahisar, Mumbai",3.15 Crore,"22,875",Super Built up area 1377(127.93 sq.m.)Built Up area: 987 sq.ft. (91.7 sq.m.)Carpet area: 892 sq.ft. (82.87 sq.m.),3.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Vasant Vihar, Thane, Mumbai",1.35 Crore,"18,243",Carpet area: 740 (68.75 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Pawar Nagar, Thane, Mumbai",95 Lac,"13,571",Carpet area: 700 (65.03 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Ashar Edge ," Pokhran 2, Thane, Mumbai",1.5 Crore,"21,428",Carpet area: 700 (65.03 sq.m.),2.0,2.0,16th  ,0 to 1 Year Old, Ready to move
Ashar Edge ," Pokhran 2, Thane, Mumbai",1.55 Crore,"22,142",Carpet area: 700 (65.03 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Vaibhavlaxmi Aurigae Residency ," Thakur complex, Mumbai Andheri-Dahisar, Mumbai",1 Crore,"15,220",Super Built up area 657(61.04 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 413 sq.ft. (38.37 sq.m.),1.0,2.0,8th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Ap Shah Collage, Kasar vadavali, Thane, Mumbai",54 Lac,"12,000",Carpet area: 450 (41.81 sq.m.),1.0,1.0,3rd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"At Santacruz Hasnabad Lane, Santacruz West, Mumbai South West, Mumbai",6.65 Crore,"40,303",Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,11st  ,5 to 10 Year Old, Ready to move
Hiranandani Athena and Barca ,"Athena, Opp. Poddar School, Hiranandani Estate, Patlipada,thane West, Hiranandani Estate, Thane, Mumbai",1.57 Crore,"15,700",Super Built up area 1000(92.9 sq.m.)Built Up area: 999 sq.ft. (92.81 sq.m.)Carpet area: 732 sq.ft. (68.01 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Madison, Opp. Arcadia Shopping Center, Hiranandani Estate, Patlipada, Thane West, Hiranandani Estate, Thane, Mumbai",1.08 Crore,"12,342",Super Built up area 875(81.29 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Vasant Vihar, Thane, Mumbai",75 Lac,"19,430",Carpet area: 386 (35.86 sq.m.),1.0,1.0,4th  ,10+ Year Old, Ready to move
Silver Oaks Apartment ,"Vasant Garden, Mulund West, Central Mumbai suburbs, Mumbai",1.8 Crore,"18,750",Built Up area: 960 (89.19 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Luxora Crystal Spires ," Manpada, Thane, Mumbai",2.15 Crore,"20,476",Carpet area: 1050 (97.55 sq.m.),3.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Kalpataru Siddhachal 8 ," Vasant Vihar, Thane, Mumbai",1.57 Crore,"22,819",Carpet area: 688 (63.92 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
SD Epsilon Tower ,"Samta Nagar Kandivali East, Thakur Village, Mumbai Andheri-Dahisar, Mumbai",3.65 Crore,"23,028",Super Built up area 1585(147.25 sq.m.)Built Up area: 1352 sq.ft. (125.6 sq.m.)Carpet area: 967 sq.ft. (89.84 sq.m.),3.0,3.0,31st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kandivali West, Mumbai Andheri-Dahisar, Mumbai",1.05 Crore,"23,333",Carpet area: 450 (41.81 sq.m.),1.0,2.0,6th  ,10+ Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",1.7 Crore,"10,752",Built Up area: 1581 (146.88 sq.m.)Carpet area: 958 sq.ft. (89 sq.m.),3.0,3.0,7th  ,1 to 5 Year Old, Ready to move Property
Devkrupa Dev Arpan ," Kharghar, Navi Mumbai, Mumbai",50 Lac,"12,500",Carpet area: 400 (37.16 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",1.7 Crore,"11,333",Built Up area: 1500 (139.35 sq.m.)Carpet area: 958 sq.ft. (89 sq.m.),3.0,3.0,7th  ,1 to 5 Year Old, Ready to move Property
Kabra Shubharambh CHS ," Manpada, Thane, Mumbai",70 Lac,"11,965",Built Up area: 585 (54.35 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,6th  ,5 to 10 Year Old, Ready to move Property
Shital Tapovan Heights ," Ulwe, Navi Mumbai, Mumbai",58 Lac,"8,656",Super Built up area 670(62.25 sq.m.)Built Up area: 665 sq.ft. (61.78 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,11st  ,0 to 1 Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",1.22 Crore,"12,734",Built Up area: 958 (89 sq.m.)Carpet area: 687 sq.ft. (63.82 sq.m.),2.0,2.0,24th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Ivy Tower, Dindoshi, Mumbai Andheri-Dahisar, Mumbai",3.1 Crore,"20,000",Super Built up area 1550(144 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,4.0,10th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",95 Lac,"22,673",Carpet area: 419 (38.93 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Manpada, Thane, Mumbai",1.55 Crore,"10,333",Built Up area: 1500 (139.35 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,3.0,12nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"90 Ft Road, Mulund East, Mumbai, Gavane Pada, Central Mumbai suburbs, Mumbai",1.6 Crore,"24,806",Carpet area: 645 (59.92 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move
Neelam Sumangal ,"Mulund East, Mumbai, Mulund, Central Mumbai suburbs, Mumbai",1.01 Crore,"17,565",Super Built up area 575(53.42 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1.0,2.0,2nd  ,10+ Year Old, Ready to move
Sainath Heights ," Mulund East, Central Mumbai suburbs, Mumbai",1.69 Crore,"19,537",Super Built up area 865(80.36 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,2.0,7th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Building No 9, Neelam Nagar Phase 2, Mulund East, Mumbai, Mulund East, Central Mumbai suburbs, Mumbai",1.21 Crore,"23,725",Carpet area: 510 (47.38 sq.m.),1.0,1.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"178, Sector 9 Charkop, Mumbai Andheri-Dahisar, Mumbai",2 Crore,"9,090",Built Up area: 2200 (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,2,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Worli, South Mumbai, Mumbai",5.74 Crore,"52,564",Carpet area: 1092 (101.45 sq.m.),3.0,3.0,49  ,5 to 10 Year Old, Ready to move Property
Shailesh Riddhi Siddhi Residency ,"On Request, Ulwe, Navi Mumbai, Mumbai",1.05 Crore,"8,333",Super Built up area 1260(117.06 sq.m.)Built Up area: 1160 sq.ft. (107.77 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Infinity Avenue ,"On Request, Ulwe, Navi Mumbai, Mumbai",73 Lac,"7,300",Super Built up area 1000(92.9 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move
Mahaavir Mannat ,"801, Sector 9 Ulwe, Navi Mumbai, Mumbai",1.03 Crore,"8,841",Super Built up area 1165(108.23 sq.m.)Built Up area: 930 sq.ft. (86.4 sq.m.)Carpet area: 815 sq.ft. (75.72 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",33 Lac,"6,470",Carpet area: 510 (47.38 sq.m.),1.0,1.0,17th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",62 Lac,"8,446",Carpet area: 734 (68.19 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",66 Lac,"7,980",Carpet area: 827 (76.83 sq.m.),3.0,2.0,16th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",55 Lac,"7,493",Carpet area: 734 (68.19 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",53 Lac,"7,220",Carpet area: 734 (68.19 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Ravi Gaurav City ,"606, Mira Road East, Mira Road And Beyond, Mumbai",65 Lac,"11,016",Carpet area: 590 (54.81 sq.m.),2.0,2.0,6th  ,10+ Year Old, Ready to move
Star Paradise ,"605, Bevarly Park, Mira Road And Beyond, Mumbai",87 Lac,"13,809",Carpet area: 630 (58.53 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Ravi GAURAV RESIDENCY ,"408 4th Floor, Mira Bhayandar, Mira Road And Beyond, Mumbai",55 Lac,"9,322",Super Built up area 590(54.81 sq.m.)Built Up area: 585 sq.ft. (54.35 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move
RNA NG Galaxy ,"204, Mira Road, Mira Road And Beyond, Mumbai",53 Lac,"12,619",Super Built up area 590(54.81 sq.m.)Built Up area: 580 sq.ft. (53.88 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.74 Crore,"45,789",Carpet area: 380 (35.3 sq.m.),1.0,2.0,11st  ,0 to 1 Year Old, Ready to move Property
Hiranandani Torino ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",6.5 Crore,"45,138",Carpet area: 1440 (133.78 sq.m.),3.0,3.0,27th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",44.5 Lac,"6,402",Built Up area: 695 (64.57 sq.m.),1.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Hiranandani Atlantis ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.9 Crore,"50,518",Carpet area: 772 (71.72 sq.m.),2.0,2.0,21st  ,0 to 1 Year Old, Ready to move Property
DB Ozone ,"504, Dahisar East, Mumbai Andheri-Dahisar, Mumbai",85 Lac,"13,934",Super Built up area 910(84.54 sq.m.)Built Up area: 760 sq.ft. (70.61 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Dipti Surya CHS ," Jogeshwari East, Mumbai Andheri-Dahisar, Mumbai",1.22 Crore,"29,901",Carpet area: 408 (37.9 sq.m.),1.0,1.0,4th  ,0 to 1 Year Old, Ready to move Property
Prathamesh Krupa Kedar Darshan ,"Azad Nagar, Andheri West, Mumbai Andheri-Dahisar, Mumbai",1.85 Crore,"27,333",Super Built up area 750(69.68 sq.m.)Built Up area: 675 sq.ft. (62.71 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",47.5 Lac,"6,643",Built Up area: 715 (66.43 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Paradise Sai Sapphire ," Sector 20 Ulwe, Navi Mumbai, Mumbai",54 Lac,"7,769",Built Up area: 695 (64.57 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Gurnani Palms ,"Andheri West, Amboli, Mumbai Andheri-Dahisar, Mumbai",2.45 Crore,"28,235",Super Built up area 850(78.97 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 726 sq.ft. (67.45 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move Property
RNA NG Eclat ,"Lokhandwala, Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.7 Crore,"30,476",Built Up area: 1050 (97.55 sq.m.)Carpet area: 802 sq.ft. (74.51 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move Property
Neminath Luxeria ," SV Patel Nagar, Mumbai Andheri-Dahisar, Mumbai",2.26 Crore,"20,545",Super Built up area 1100(102.19 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 887 sq.ft. (82.4 sq.m.),3.0,3.0,20th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",76 Lac,"6,755",Built Up area: 1125 (104.52 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Paradigm EL Signora ," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",1.72 Crore,"26,461",Super Built up area 650(60.39 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 573 sq.ft. (53.23 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Sorrento ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.75 Crore,"46,052",Carpet area: 380 (35.3 sq.m.),1.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.45 Crore,"37,467",Carpet area: 387 (35.95 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.44 Crore,"37,305",Carpet area: 386 (35.86 sq.m.),1.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.4 Crore,"36,649",Carpet area: 382 (35.49 sq.m.),1.0,2.0,13rd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.55 Crore,"40,259",Carpet area: 385 (35.77 sq.m.),1.0,2.0,11st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Azad Nagar, Mumbai Andheri-Dahisar, Mumbai",1.35 Crore,"22,500",Super Built up area 600(55.74 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",48.5 Lac,"6,889",Super Built up area 704(65.4 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Hiranandani Zen Maple ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.45 Crore,"37,958",Carpet area: 382 (35.49 sq.m.),1.0,1.0,9th  ,0 to 1 Year Old, Ready to move Property
Dream Maple ," Sector 17 Ulwe, Navi Mumbai, Mumbai",46 Lac,"6,388",Super Built up area 720(66.89 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.42 Crore,"37,368",Carpet area: 380 (35.3 sq.m.),1.0,2.0,20th  ,0 to 1 Year Old, Ready to move
Hiranandani Glen Croft ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",5.7 Crore,"38,513",Carpet area: 1480 (137.5 sq.m.),3.0,3.0,5th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"002, Jogeshwari East, Mumbai Andheri-Dahisar, Mumbai",30 Lac,"13,333",Carpet area: 225 (20.9 sq.m.),1.0,1.0,Ground,5 to 10 Year Old, Ready to move
Susharda Edifice Celestial ," Bhandup West, Central Mumbai suburbs, Mumbai",1.1 Crore,"18,487",Super Built up area 595(55.28 sq.m.)Carpet area: 412 sq.ft. (38.28 sq.m.),1.0,1.0,10th  ,0 to 1 Year Old, Ready to move
Susharda Edifice Celestial ," Bhandup West, Central Mumbai suburbs, Mumbai",1.55 Crore,"15,656",Super Built up area 990(91.97 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,2.0,21st  ,5 to 10 Year Old, Ready to move
Mohan Greenwoods ," Manjarli, Mumbai Beyond Thane, Mumbai",34 Lac,"5,862",Carpet area: 580 (53.88 sq.m.),1.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"603, Kanakia Park, Mira Road And Beyond, Mumbai",56.51 Lac,"7,794",Super Built up area 725(67.35 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),1.0,2.0,6th  ,1 to 5 Year Old, Ready to move
RNA NG Silver Spring ,"1002, Mira Road East, Mira Road And Beyond, Mumbai",86 Lac,"8,608",Super Built up area 999(92.81 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"603, Kanakia Park, Mira Road And Beyond, Mumbai",76.51 Lac,"8,501",Super Built up area 900(83.61 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Paradise Sai Mannat ," Sector 34A Kharghar, Navi Mumbai, Mumbai",2.35 Crore,"11,750",Super Built up area 2000(185.81 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,8th  ,5 to 10 Year Old, Ready to move
Paradise Sai Mannat ," Sector 34A Kharghar, Navi Mumbai, Mumbai",1.4 Crore,"10,727",Super Built up area 1305(121.24 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,20th  ,5 to 10 Year Old, Ready to move
Salasar Aashirwad ,"604, Mira Road East, Mira Road And Beyond, Mumbai",60.45 Lac,"9,300",Super Built up area 650(60.39 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"201, Mira Road East, Mira Road And Beyond, Mumbai",84 Lac,"8,400",Super Built up area 1000(92.9 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
