Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Shivam Galaxy Roadpali ,"Sector No.17, Roadpali, Navi Mumbai, Mumbai",45 Lac,"6,474",Super Built up area 695(64.57 sq.m.)Built Up area: 685 sq.ft. (63.64 sq.m.)Carpet area: 417 sq.ft. (38.74 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Plot No.07, Sector No.17, Sector 20 Roadpali, Navi Mumbai, Mumbai",85 Lac,"7,488",Super Built up area 1135(105.44 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 669 sq.ft. (62.15 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move Property
Bhoomi Gardenia ,"Plot No.07, Sector No.17, Roadpali, Navi Mumbai, Mumbai",52 Lac,"7,428",Super Built up area 700(65.03 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 417 sq.ft. (38.74 sq.m.),1.0,1.0,7th  ,1 to 5 Year Old, Ready to move Property
Tirupati Heights ,"Plot No.46,47, Sector No.17, Roadpali, Sector 17 Kalamboli, Navi Mumbai, Mumbai",53 Lac,"7,625",Super Built up area 695(64.57 sq.m.)Built Up area: 685 sq.ft. (63.64 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,1.0,7th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"201, Sector 23 Ulwe, Navi Mumbai, Mumbai",28 Lac,"6,746",Built Up area: 415 (38.55 sq.m.)Carpet area: 270 sq.ft. (25.08 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move Property
Govind Vihar ,"Plot No.62, Sector No.17, Roadpali, Navi Mumbai, Mumbai",80 Lac,"7,272",Super Built up area 1100(102.19 sq.m.)Built Up area: 1065 sq.ft. (98.94 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Satyam Imperial Heights ,"1800, Sector 17 Kalamboli, Navi Mumbai, Mumbai",90 Lac,"7,500",Super Built up area 1200(111.48 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 725 sq.ft. (67.35 sq.m.),2.0,2.0,18th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Plot No.68, Sector No.20, Sector 20 Roadpali, Navi Mumbai, Mumbai",87 Lac,"7,909",Super Built up area 1100(102.19 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 685 sq.ft. (63.64 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",5 Lac,459,Plot area 1089(101.17 sq.m.)l x b : 35.00 ft.(10.67 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",5.5 Lac,505,Plot area 1089(101.17 sq.m.)l x b : 33.00 ft.(10.06 mt.) x 32.00 ft.(9.75 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 36.00 ft.(10.97 mt.) x 35.00 ft.(10.67 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 35.00 ft.(10.67 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 40.00 ft.(12.19 mt.) x 35.00 ft.(10.67 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 36.00 ft.(10.97 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",6 Lac,550,Plot area 1089(101.17 sq.m.)l x b : 33.00 ft.(10.06 mt.) x 32.00 ft.(9.75 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",6 Lac,550,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",2 Lac,183,Plot area 1089(101.17 sq.m.)l x b : 35.00 ft.(10.67 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Ranjanpada, Navi Mumbai, Mumbai",4.1 Lac,376,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Ranjanpada, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 36.00 ft.(10.97 mt.) x 35.00 ft.(10.67 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",5 Lac,459,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",5 Lac,459,Plot area 1089(101.17 sq.m.)l x b : 33.00 ft.(10.06 mt.) x 32.00 ft.(9.75 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",3.49 Lac,320,Plot area 1089(101.17 sq.m.)l x b : 35.00 ft.(10.67 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",5 Lac,459,Plot area 1089(101.17 sq.m.)l x b : 33.00 ft.(10.06 mt.) x 30.00 ft.(9.14 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",3.5 Lac,321,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",3 Lac,275,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",2.99 Lac,274,Plot area 1089(101.17 sq.m.)l x b : 34.00 ft.(10.36 mt.) x 33.00 ft.(10.06 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Chirle, Navi Mumbai, Mumbai",7.1 Lac,651,Plot area 1089(101.17 sq.m.)l x b : 35.00 ft.(10.67 mt.) x 34.00 ft.(10.36 mt.),,,,Immediate, Ready to move
Toll Free 1800 41 99099," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.55 Crore,"39,743",Carpet area: 390 (36.23 sq.m.),1.0,2.0,15th  ,1 to 5 Year Old, Ready to move Property
Ravi Gaurav Greens ," Mira Road East, Mira Road And Beyond, Mumbai",2.9 Crore,290,Plot area 100000(9290.3 sq.m.)Built Up area: 4500 sq.ft. (418.06 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,4.0,2,5 to 10 Year Old, Ready to move
Raj Rudraksha ," Dahisar East, Mumbai Andheri-Dahisar, Mumbai",77 Lac,"17,381",Carpet area: 443 (41.16 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Raj Rudraksha ,"403, Dahisar East, Mumbai Andheri-Dahisar, Mumbai",1.15 Crore,"18,459",Super Built up area 950(88.26 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 623 sq.ft. (57.88 sq.m.),2.0,2.0,4th  ,0 to 1 Year Old, Ready to move
Raj Rudraksha ," Dahisar East, Mumbai Andheri-Dahisar, Mumbai",77 Lac,"19,444",Carpet area: 396 (36.79 sq.m.),1.0,2.0,22nd  ,1 to 5 Year Old, Ready to move
Raj Rudraksha ,"304, Dahisar East, Mumbai Andheri-Dahisar, Mumbai",81 Lac,"20,454",Super Built up area 610(56.67 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 396 sq.ft. (36.79 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move
Shagun Residency ," Roadpali, Navi Mumbai, Mumbai",58 Lac,"8,579",Super Built up area 676(62.8 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,1.0,8th  ,5 to 10 Year Old, Ready to move
JBD Excellence Tower ," Roadpali, Navi Mumbai, Mumbai",71.5 Lac,"7,009",Super Built up area 1020(94.76 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,2.0,1st  ,5 to 10 Year Old, Ready to move
Tharwani Heritage ," Sector 7 Kharghar, Navi Mumbai, Mumbai",2 Crore,"13,793",Built Up area: 1450 (134.71 sq.m.),3.0,3.0,17th  ,5 to 10 Year Old, Ready to move Property
Arihant Aradhana ," Kharghar, Navi Mumbai, Mumbai",1.35 Crore,"12,000",Built Up area: 1125 (104.52 sq.m.),2.0,2.0,16th  ,1 to 5 Year Old, Ready to move Property
Paradise Sai Miracle ," Sector 35E Kharghar, Navi Mumbai, Mumbai",3.65 Crore,"19,210",Carpet area: 1900 (176.52 sq.m.),5.0,5.0,28th  ,5 to 10 Year Old, Ready to move
Balaji Heights ,"000, Kharghar, Navi Mumbai, Mumbai",1.45 Crore,"11,328",Super Built up area 1280(118.92 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2.0,2.0,18th  ,1 to 5 Year Old, Ready to move
Mayfair Hillcrest ,"104, Vikhroli West, Central Mumbai suburbs, Mumbai",1.65 Crore,"16,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 875 sq.ft. (81.29 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.45 Crore,"37,958",Carpet area: 382 (35.49 sq.m.),1.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"27,314",Carpet area: 1080 (100.34 sq.m.),3.0,3.0,48  ,1 to 5 Year Old, Ready to move
Kabra Prarthna ,"001, Jvpd Scheme, Mumbai South West, Mumbai",4 Crore,"50,000",Carpet area: 800 (74.32 sq.m.),2.0,3.0,4th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 20 Kamothe, Navi Mumbai, Mumbai",47 Lac,"7,704",Super Built up area 610(56.67 sq.m.),1.0,1.0,2nd  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Khatiwali, Vasind, Mumbai Beyond Thane, Mumbai",13.5 Lac,"2,160",Super Built up area 625(58.06 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,2.0,4th  ,0 to 1 Year Old, Ready to move
Aristo Lloyds Estate ,"Wadala Heights Chs Ltd. Lloyds Estate, Vidyalankar College Marg, Wadala East, Wadala East, Mumbai Harbour, Mumbai",1.48 Crore,"26,909",Carpet area: 550 (51.1 sq.m.),2.0,1.0,12nd  ,10+ Year Old, Ready to move
Sugee Preksha ,"169/d, Dadar Tt, Hindu Colony, Dadar East, Mumbai, Dadar East, South Mumbai, Mumbai",3.65 Crore,"51,994",Carpet area: 702 (65.22 sq.m.),2.0,2.0,4th  ,0 to 1 Year Old, Ready to move
Aristo Lloyds Estate ,"Wadala Heights Chs Ltd. Lloyds Estate, Vidyalankar College Marg, Wadala East, Wadala East, Mumbai Harbour, Mumbai",2.05 Crore,"22,828",Super Built up area 898(83.43 sq.m.)Built Up area: 812 sq.ft. (75.44 sq.m.)Carpet area: 676 sq.ft. (62.8 sq.m.),2.0,2.0,18th  ,10+ Year Old, Ready to move
Aristo Lloyds Estate ,"Wadala Heights Chs Ltd. Lloyds Estate, Vidyalankar College Marg, Wadala East, Wadala East, Mumbai Harbour, Mumbai",1.44 Crore,"26,181",Carpet area: 550 (51.1 sq.m.),1.0,2.0,10th  ,10+ Year Old, Ready to move
Ashirwad Apartments ,"Aashirwad, Dadasaheb Falke Marg, Dadar East, Dadar, South Mumbai, Mumbai",3.6 Crore,"46,153",Carpet area: 780 (72.46 sq.m.),2.0,2.0,7th  ,5 to 10 Year Old, Ready to move
Aristo Lloyds Estate ,"Unity Wadala Chs Ltd. Lloyds Estate, Vidyalankar College Marg, Wadala East, Wadala East, Mumbai Harbour, Mumbai",1.55 Crore,"28,181",Carpet area: 550 (51.1 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
Bhairaav Gold Crest Residency ," Ghansoli, Navi Mumbai, Mumbai",87 Lac,"12,554",Super Built up area 693(64.38 sq.m.),1.0,1.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"603/4, Sundervan Complex, Mumbai Andheri-Dahisar, Mumbai",3.75 Crore,"28,846",Super Built up area 1300(120.77 sq.m.),3.0,3.0,6th  ,10+ Year Old, Ready to move
Mittal Skylark ,"1103, Azad Nagar, Mumbai Andheri-Dahisar, Mumbai",3.2 Crore,"37,647",Carpet area: 850 (78.97 sq.m.),3.0,3.0,11st  ,0 to 1 Year Old, Ready to move
Raval Tower ," Shastri Nagar, Mumbai Andheri-Dahisar, Mumbai",5 Crore,"29,411",Built Up area: 1700 (157.94 sq.m.),3.0,3.0,17th  ,10+ Year Old, Ready to move
Serenity Complex ," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",2 Crore,"26,666",Carpet area: 750 (69.68 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move
Marvel Shanti Heights ," Sector 11 Koparkhairane, Navi Mumbai, Mumbai",1.35 Crore,"20,769",Carpet area: 650 (60.39 sq.m.),2.0,2.0,15th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 21 Kamothe, Navi Mumbai, Mumbai",91 Lac,"7,583",Super Built up area 1200(111.48 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move Property
Rachna Mangala Residency ,"1604, Taloja, Navi Mumbai, Mumbai",80 Lac,"6,956",Super Built up area 1150(106.84 sq.m.),2.0,2.0,16th  ,1 to 5 Year Old, Ready to move
Lodha New Cuffe Parade ,"Wadala East, Wadala, Mumbai Harbour, Mumbai",2.65 Crore,"26,633",Carpet area: 995 (92.44 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Rutu Enclave ," Anand Nagar, Thane, Mumbai",72 Lac,"10,588",Carpet area: 680 (63.17 sq.m.),2.0,2.0,7th  ,5 to 10 Year Old, Ready to move Property
Aashapura Crown City ," Kalyan West, Mumbai Beyond Thane, Mumbai",55 Lac,"10,000",Carpet area: 550 (51.1 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move Property
Seasons Orchid ," Kalyan West, Mumbai Beyond Thane, Mumbai",67 Lac,"9,571",Carpet area: 700 (65.03 sq.m.),2.0,2.0,6th  ,0 to 1 Year Old, Ready to move Property
Sai Satyam Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",54 Lac,"8,780",Carpet area: 615 (57.14 sq.m.),2.0,2.0,14th  ,0 to 1 Year Old, Ready to move Property
Sai Satyam Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",39 Lac,"9,397",Carpet area: 415 (38.55 sq.m.),1.0,1.0,15th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"10mins Walking Distance From Seawoods Rly Stn, Sector 50 Seawoods, Navi Mumbai, Mumbai",85 Lac,"11,333",Built Up area: 750 (69.68 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Near By Croma, Sector 15 Belapur, Navi Mumbai, Mumbai",3.25 Crore,"14,508",Built Up area: 2240 (208.1 sq.m.),3.0,3.0,8th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"10mins Walking Distance From Seawoods Rly Stn, Sector 36 Seawoods, Navi Mumbai, Mumbai",1.9 Crore,"17,757",Built Up area: 1070 (99.41 sq.m.),2.0,2.0,18th  ,5 to 10 Year Old, Ready to move Property
Paradise Sai World City ," Panvel, Navi Mumbai, Mumbai",1.45 Crore,"10,357",Super Built up area 1400(130.06 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 878 sq.ft. (81.57 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"501, Chikhal Dongari, Mira Road And Beyond, Mumbai",39.51 Lac,"4,011",Super Built up area 985(91.51 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",5.39 Crore,"46,869",Carpet area: 1150 (106.84 sq.m.),3.0,3.0,17th  ,0 to 1 Year Old, Ready to move Property
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",4.23 Crore,"44,952",Carpet area: 941 (87.42 sq.m.),2.0,2.0,29th  ,0 to 1 Year Old, Ready to move Property
Siddhivinayak Royal Meadows ," Kalyan West, Mumbai Beyond Thane, Mumbai",75 Lac,"6,944",Built Up area: 1080 (100.34 sq.m.)Carpet area: 756 sq.ft. (70.23 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move Property
Siddhivinayak Royal Meadows ," Kalyan West, Mumbai Beyond Thane, Mumbai",54.99 Lac,"6,873",Built Up area: 800 (74.32 sq.m.)Carpet area: 560 sq.ft. (52.03 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Just Opposite Of Mansarovar Railway Station, Sector 18 Kamothe, Navi Mumbai, Mumbai",47 Lac,"7,067",Super Built up area 665(61.78 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Virad Vinayak Mayureshwar Dham ," Adharwadi, Mumbai Beyond Thane, Mumbai",32 Lac,"7,356",Carpet area: 435 (40.41 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Nr Mnr School, Sector 8 Kamothe, Navi Mumbai, Mumbai",65 Lac,"6,467",Super Built up area 1005(93.37 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Kailash Homes ," Kalyan West, Mumbai Beyond Thane, Mumbai",41 Lac,"9,647",Carpet area: 425 (39.48 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move Property
Omkar Alta Monte ,"Omkar Alta Monte, Malad East, Mumbai Andheri-Dahisar, Mumbai",2.36 Crore,"17,101",Built Up area: 1380 (128.21 sq.m.)Carpet area: 1048 sq.ft. (97.36 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
The Park Residences ,"123, Oshiwara, Mumbai Andheri-Dahisar, Mumbai",4.95 Crore,"30,937",Super Built up area 1600(148.64 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1116 sq.ft. (103.68 sq.m.),3.0,3.0,18th  ,0 to 1 Year Old, Ready to move Property
JP North Celeste ," Vinay Nagar, Mira Road And Beyond, Mumbai",67 Lac,"13,958",Carpet area: 480 (44.59 sq.m.),1.0,2.0,10th  ,1 to 5 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",95 Lac,"14,615",Carpet area: 650 (60.39 sq.m.),2.0,2.0,19th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Hatkesh Udhog Nagar, Mira Road And Beyond, Mumbai",1.25 Crore,"18,939",Carpet area: 660 (61.32 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Fressia Ranibello ,"000, Malad East, Mumbai Andheri-Dahisar, Mumbai",1.65 Crore,"15,714",Super Built up area 1050(97.55 sq.m.)Carpet area: 674 sq.ft. (62.62 sq.m.),2.0,2.0,9th  ,5 to 10 Year Old, Ready to move
Neelsidhi Orbit ," Sector 11 Khanda Colony, Navi Mumbai, Mumbai",65 Lac,"17,379",Carpet area: 374 (34.75 sq.m.),1.0,1.0,10th  ,0 to 1 Year Old, Ready to move Property
Neelsidhi Regalia ," Sector 11 Khanda Colony, Navi Mumbai, Mumbai",1.05 Crore,"17,736",Carpet area: 592 (55 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move Property
Rajesh Sea Star ," Sector 5 Ulwe, Navi Mumbai, Mumbai",95 Lac,"8,333",Super Built up area 1140(105.91 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Elegant Olympia ,"Ulwe, Sector 21 Ulwe, Navi Mumbai, Mumbai",70 Lac,"7,142",Super Built up area 980(91.04 sq.m.)Built Up area: 970 sq.ft. (90.12 sq.m.)Carpet area: 660 sq.ft. (61.32 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Tulsi Aura ," Sector 8 Ghansoli, Navi Mumbai, Mumbai",82 Lac,"12,913",Super Built up area 635(58.99 sq.m.),1.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Neelkanth Heights ," Ghansoli, Navi Mumbai, Mumbai",2.1 Crore,"13,249",Super Built up area 1585(147.25 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,3.0,17th  ,1 to 5 Year Old, Ready to move
Aurum Q Residences ," Ghansoli, Navi Mumbai, Mumbai",1.55 Crore,"21,527",Carpet area: 720 (66.89 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"121, Vijay Nagari, Thane, Mumbai",1.25 Crore,"12,500",Carpet area: 1000 (92.9 sq.m.),3.0,3.0,4th  ,1 to 5 Year Old, Ready to move Property
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",2.1 Crore,"12,727",Super Built up area 1650(153.29 sq.m.),3.0,3.0,12nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",75 Lac,"16,666",Carpet area: 450 (41.81 sq.m.),1.0,2.0,6th  ,10+ Year Old, Ready to move Property
VUB Paradise ," Kharghar, Navi Mumbai, Mumbai",86 Lac,"11,466",Carpet area: 750 (69.68 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
CIDCO Spaghetti Complex ," Sector 15 Kharghar, Navi Mumbai, Mumbai",70 Lac,"10,769",Super Built up area 650(60.39 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,6th  ,10+ Year Old, Ready to move
Geomatrix Silver Crest ,"101, Sector 25 Khandeshhwar, Navi Mumbai, Mumbai",58 Lac,"8,721",Super Built up area 665(61.78 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"112, Dombivli West, Mumbai Beyond Thane, Mumbai",22 Lac,"6,197",Carpet area: 355 (32.98 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move Property
Kumar Vastu Pinnacle ," Borivali West, Mumbai Andheri-Dahisar, Mumbai",1.91 Crore,"27,285",Built Up area: 700 (65.03 sq.m.)Carpet area: 572 sq.ft. (53.14 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Puraniks Capitol ,"123, Kasar vadavali, Thane, Mumbai",87 Lac,"8,752",Super Built up area 994(92.35 sq.m.)Carpet area: 659 sq.ft. (61.22 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move Property
Yash Plaza ,"Sector 9 Kamothe, Sector 9 Kamothe, Navi Mumbai, Mumbai",46 Lac,"8,000",Super Built up area 575(53.42 sq.m.),1.0,1.0,5th  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 31 Kamothe, Navi Mumbai, Mumbai",85 Lac,"8,095",Super Built up area 1050(97.55 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
Tirupati Icon ,"Sector 20 Kamothe, Sector 20 Kamothe, Navi Mumbai, Mumbai",65 Lac,"6,500",Super Built up area 1000(92.9 sq.m.),2.0,1.0,1st  ,10+ Year Old, Ready to move Property
Resicom Sai Miracle ,"Sector 22 Kamothe, Sector 22 Kamothe, Navi Mumbai, Mumbai",55 Lac,"8,593",Super Built up area 640(59.46 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move Property
Rosa Gardenia ,"121, Kasar vadavali, Thane, Mumbai",75 Lac,"7,894",Super Built up area 950(88.26 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Taloja, Navi Mumbai, Mumbai",35 Lac,"5,384",Built Up area: 650 (60.39 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Woodpark, Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",2.9 Crore,"28,684",Carpet area: 1011 (93.92 sq.m.),3.0,3.0,6th  ,5 to 10 Year Old, Ready to move Property
SM Vision ," Sector 9 Ulwe, Navi Mumbai, Mumbai",1.24 Crore,"9,841",Built Up area: 1260 (117.06 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move Property
Bhagwati Imperia ," Ulwe, Navi Mumbai, Mumbai",2.02 Crore,"11,882",Super Built up area 1700(157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,11st  ,1 to 5 Year Old, Ready to move Property
Trishul Symphony ,"Kharghar, Sector 19 Kharghar, Navi Mumbai, Mumbai",1.95 Crore,"10,540",Super Built up area 1850(171.87 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,16th  ,1 to 5 Year Old, Ready to move Property
Sai Yashaskaram ,"Kharghar, Sector 27 Kharghar, Navi Mumbai, Mumbai",1.95 Crore,"10,540",Super Built up area 1850(171.87 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,6th  ,5 to 10 Year Old, Ready to move Property
Om Rudra ,"Kharghar, Kharghar, Navi Mumbai, Mumbai",2.1 Crore,"12,844",Super Built up area 1635(151.9 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,18th  ,5 to 10 Year Old, Ready to move Property
Kasturi Heights ,"Kharghar, Sector 20 Kharghar, Navi Mumbai, Mumbai",2.05 Crore,"11,081",Super Built up area 1850(171.87 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,10th  ,5 to 10 Year Old, Ready to move Property
Saurabh Avenue ,"701, Sector 10 Kharghar, Navi Mumbai, Mumbai",90 Lac,"11,538",Carpet area: 780 (72.46 sq.m.),2.0,2.0,7th  ,5 to 10 Year Old, Ready to move
Sai Prasad Residency ,"404, Sector 10 Kharghar, Navi Mumbai, Mumbai",65 Lac,"9,774",Super Built up area 665(61.78 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move
