Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh
Raj Rudraksha ,502 Dahisar East Mumbai,1.19 Crore,19101,Carpet Area,2,2,5,0 to 1 Year,Ready To Move,623,Dahisar Mumbai,119.0
Unnamed Property,Thane West Thane Mumbai,87 Lac,8487,Super Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1025,Thane Thane,87.0
Evershine Woods ,Mira Road East Mira Road And Beyond Mumbai,1 Crore,7633,Super Built Up Area,3,2,6,5 to 10 Year,Ready To Move,1310,Mira Road,100.0
Unnamed Property,303 Sector 11 Koparkhairane Navi Mumbai Mumbai,2.09 Crore,13933,Super Built Up Area,3,3,3,10+ Year,Ready To Move,1500,Koparkhairane Navi-Mumbai,209.0
Unnamed Property,Sector 15 Koparkhairane Navi Mumbai Mumbai,1.05 Crore,10500,Super Built Up Area,2,2,2,10+ Year,Ready To Move,1000,Koparkhairane Navi-Mumbai,105.0
Unnamed Property,202 Sector 11 Koparkhairane Navi Mumbai Mumbai,1.6 Crore,14545,Super Built Up Area,2,2,2,10+ Year,Ready To Move,1100,Koparkhairane Navi-Mumbai,160.0
Vinayak Garden ,Dombivli East Thane Mumbai,19.2 Lac,4800,Built Up Area,1,1,3,0 to 1 Year,Ready To Move,400,Dombivli Thane,19.2
Vinayak Garden ,Dombivli East Thane Mumbai,19.2 Lac,4740,Built Up Area,1,1,2,0 to 1 Year,Ready To Move,405,Dombivli Thane,19.2
Vinayak Garden ,Dombivli East Thane Mumbai,19 Lac,4750,Built Up Area,1,1,3,0 to 1 Year,Ready To Move,400,Dombivli Thane,19.0
Vinayak Garden ,Dombivli East Thane Mumbai,41 Lac,4767,Super Built Up Area,2,2,4,0 to 1 Year,Ready To Move,860,Dombivli Thane,41.0
Vinayak Garden ,Dombivli East Thane Mumbai,19.19 Lac,4785,Built Up Area,1,1,1,0 to 1 Year,Ready To Move,401,Dombivli Thane,19.2
NG Tivoli ,Mira Road East Mira Road And Beyond Mumbai,75 Lac,10869,Super Built Up Area,1,1,10,0 to 1 Year,Ready To Move,690,Mira Road,75.0
GNC Surabhi Complex ,Mira Bhayandar Mira Road And Beyond Mumbai,53 Lac,11777,Super Built Up Area,1,1,3,5 to 10 Year,Ready To Move,450,Mira Road,53.0
Manibhadra CHS ,Sector 16 Koparkhairane Navi Mumbai Mumbai,85 Lac,9444,Super Built Up Area,2,2,2,10+ Year,Ready To Move,900,Koparkhairane Navi-Mumbai,85.0
Space Ashley Gardens ,Mira Road Mira Road And Beyond Mumbai,1.1 Crore,11398,Super Built Up Area,2,2,1,5 to 10 Year,Ready To Move,965,Mira Road,110.0
Unnamed Property,IC Colony Mumbai,1.87 Crore,30858,Carpet Area,2,2,1,0 to 1 Year,Ready To Move,606,Ic Colony,187.0
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,2.59 Crore,26030,Carpet Area,3,3,18,0 to 1 Year,Ready To Move,995,Kandarpada Mumbai,259.0
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,2.35 Crore,23618,Carpet Area,3,3,3,0 to 1 Year,Ready To Move,995,Kandarpada Mumbai,235.0
Paradise Sai Crystals ,810 Sector 35 Kharghar Navi Mumbai Mumbai,1.1 Crore,8979,Super Built Up Area,2,2,7,5 to 10 Year,Ready To Move,1225,Kharghar Navi-Mumbai,110.0
Paradise Sai Crystals ,170 Sector 35 Kharghar Navi Mumbai Mumbai,1.8 Crore,10526,Super Built Up Area,3,3,21,5 to 10 Year,Ready To Move,1710,Kharghar Navi-Mumbai,180.0
Paradise Sai Miracle ,123 Sector 35E Kharghar Navi Mumbai Mumbai,1.35 Crore,11020,Super Built Up Area,2,2,27,5 to 10 Year,Ready To Move,1225,Kharghar Navi-Mumbai,135.0
Westin Eksar Gurukripa CHSL ,101 Borivali West Mumbai,1.95 Crore,31914,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,611,Borivali Mumbai,195.0
Unnamed Property,000 Borivali West Mumbai,1.02 Crore,25500,Carpet Area,1,1,1,5 to 10 Year,Ready To Move,400,Borivali Mumbai,102.0
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3 Crore,24193,Super Built Up Area,3,3,6,0 to 1 Year,Ready To Move,1750,Malad Malad,300.0
Sanyam Ashok Odyssey ,Ghatkopar West Central Mumbai suburbs Mumbai,1.36 Crore,27983,Carpet Area,1,2,1,0 to 1 Year,Ready To Move,486,Central Mumbai,136.0
Sanyam Ashok Odyssey ,Ghatkopar West Central Mumbai suburbs Mumbai,1.71 Crore,26635,Carpet Area,2,2,1,0 to 1 Year,Ready To Move,642,Central Mumbai,171.0
Paradise Sai Wonder ,810 Sector 35I Kharghar Navi Mumbai Mumbai,1.1 Crore,9821,Super Built Up Area,2,2,9,5 to 10 Year,Ready To Move,1120,Kharghar Navi-Mumbai,110.0
Unnamed Property,Khardi Mumbai Beyond Thane Mumbai,1.49 Crore,1752,Plot Area,3,3,2,10+ Year,Ready To Move,8500,Mumbai Thane,149.0
Vighnahar Complex ,Kharghar Sector 12 Kharghar Navi Mumbai Mumbai,1.2 Crore,11707,Super Built Up Area,2,2,3,5 to 10 Year,Ready To Move,1025,Kharghar Navi-Mumbai,120.0
Rushabhdev Omkar Heights ,Kharghar Sector 35E Kharghar Navi Mumbai Mumbai,90 Lac,7826,Super Built Up Area,2,2,14,5 to 10 Year,Ready To Move,1150,Kharghar Navi-Mumbai,90.0
Juhi Niharika Residency ,Kharghar Sector 34B Kharghar Navi Mumbai Mumbai,95 Lac,8878,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1070,Kharghar Navi-Mumbai,95.0
Haware Splendor ,100 Sector 20 Kharghar Navi Mumbai Mumbai,68 Lac,10461,Super Built Up Area,1,1,1,5 to 10 Year,Ready To Move,650,Kharghar Navi-Mumbai,68.0
Unnamed Property,Sanpada Navi Mumbai Mumbai,1.3 Crore,16250,Super Built Up Area,2,2,6,10+ Year,Ready To Move,800,Sanpada Navi-Mumbai,130.0
Kohinoor City Mumbai ,kurla west Central Mumbai suburbs Mumbai,2.2 Crore,20952,Super Built Up Area,2,2,4,10+ Year,Ready To Move,1050,Central Mumbai,220.0
Unnamed Property,Vashi Sector 10 Vashi Navi Mumbai Mumbai,68 Lac,12363,Built Up Area,1,1,1,10+ Year,Ready To Move,550,Vashi Navi-Mumbai,68.0
Kohinoor City Mumbai ,kurla west Central Mumbai suburbs Mumbai,2.5 Crore,22727,Super Built Up Area,3,3,6,10+ Year,Ready To Move,1650,Central Mumbai,250.0
Agarwal Lifestyle ,Global City Virar West Mira Road And Beyond Mumbai,51.1 Lac,5350,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,955,Mira Road,51.1
Laxmi Avenue D Global City ,Global City Virar West Mira Road And Beyond Mumbai,34.05 Lac,4127,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,825,Mira Road,34.0
Sumit Greendale ,Global City Virar West Mira Road And Beyond Mumbai,30.6 Lac,4857,Super Built Up Area,1,2,2,1 to 5 Year,Ready To Move,630,Mira Road,30.6
Mathuresh Krupa ,Global City Virar West Mira Road And Beyond Mumbai,26.76 Lac,4351,Super Built Up Area,1,1,5,1 to 5 Year,Ready To Move,615,Mira Road,26.8
Laxmi Avenue D Global City ,Global City Virar West Mira Road And Beyond Mumbai,34.08 Lac,4130,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,825,Mira Road,34.1
Unnamed Property,Global City Chikhal Dongari Mira Road And Beyond Mumbai,35.1 Lac,4228,Super Built Up Area,2,2,10,1 to 5 Year,Ready To Move,830,Mira Road,35.1
Goodwill Paradise ,Kharghar Sector 15 Kharghar Navi Mumbai Mumbai,2 Crore,11627,Super Built Up Area,3,3,6,5 to 10 Year,Ready To Move,1720,Kharghar Navi-Mumbai,200.0
Goodwill Paradise ,Kharghar Sector 15 Kharghar Navi Mumbai Mumbai,1.4 Crore,11191,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1251,Kharghar Navi-Mumbai,140.0
Suman Dabas Jitendra Tower ,100 Sector 18 Kharghar Navi Mumbai Mumbai,52 Lac,8125,Super Built Up Area,1,1,5,1 to 5 Year,Ready To Move,640,Kharghar Navi-Mumbai,52.0
Sai Yashaskaram ,Kharghar Sector 27 Kharghar Navi Mumbai Mumbai,1.35 Crore,11739,Super Built Up Area,2,2,18,1 to 5 Year,Ready To Move,1150,Kharghar Navi-Mumbai,135.0
Unnamed Property,100 Sector 19 Kharghar Navi Mumbai Mumbai,55 Lac,8461,Built Up Area,1,1,1,5 to 10 Year,Ready To Move,650,Kharghar Navi-Mumbai,55.0
Sai Manomay ,Navi Mumbai Sector 35 Kharghar Navi Mumbai Mumbai,1.1 Crore,10377,Super Built Up Area,2,2,10,1 to 5 Year,Ready To Move,1060,Kharghar Navi-Mumbai,110.0
Sai Manomay ,Navi Mumbai Sector 35 Kharghar Navi Mumbai Mumbai,1.5 Crore,10073,Super Built Up Area,3,3,13,1 to 5 Year,Ready To Move,1489,Kharghar Navi-Mumbai,150.0
Unnamed Property,Sector 4A Koparkhairane Navi Mumbai Mumbai,1.35 Crore,16875,Carpet Area,2,2,5,5 to 10 Year,Ready To Move,800,Koparkhairane Navi-Mumbai,135.0
Sai Chitra Apartment ,Near Turzon Point Sector 8 Charkop Mumbai,86 Lac,13010,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,661,Point Charkop,86.0
Bindiya CHS ,Sector 7 Koparkhairane Navi Mumbai Mumbai,1.2 Crore,17142,Carpet Area,2,2,3,10+ Year,Ready To Move,700,Koparkhairane Navi-Mumbai,120.0
Unnamed Property,Sector 7 Koparkhairane Navi Mumbai Mumbai,1.16 Crore,16000,Carpet Area,2,2,2,10+ Year,Ready To Move,725,Koparkhairane Navi-Mumbai,116.0
Unnamed Property,Sector 7 Koparkhairane Navi Mumbai Mumbai,94 Lac,13623,Carpet Area,2,2,1,5 to 10 Year,Ready To Move,690,Koparkhairane Navi-Mumbai,94.0
Sumit Greendale ,Global City Virar West Mira Road And Beyond Mumbai,36.7 Lac,4448,Super Built Up Area,2,2,0,1 to 5 Year,Ready To Move,825,Mira Road,36.7
Mathuresh Krupa ,Global City Virar West Mira Road And Beyond Mumbai,25.5 Lac,4146,Super Built Up Area,1,1,0,1 to 5 Year,Ready To Move,615,Mira Road,25.5
Raunak City 2 ,Kalyan West Mumbai Beyond Thane Mumbai,32 Lac,5345,Super Built Up Area,1,1,1,1 to 5 Year,Ready To Move,590,Mumbai Thane,32.0
Raunak City 4 ,Kalyan West Mumbai Beyond Thane Mumbai,33 Lac,5500,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,600,Mumbai Thane,33.0
Raunak City 3 ,Adharwadi Kalyan West Kalyan West Mumbai Beyond Thane Mumbai,33.5 Lac,5116,Super Built Up Area,1,1,3,1 to 5 Year,Ready To Move,645,Mumbai Thane,33.5
Sai Siddhi Apartment ,Sector 8 Charkop Mumbai,1.2 Crore,19354,Carpet Area,2,2,3,10+ Year,Ready To Move,620,Charkop Mumbai,120.0
Unnamed Property,Turzon Point Sector 8 Charkop Mumbai,1.2 Crore,18604,Carpet Area,2,2,2,10+ Year,Ready To Move,645,Point Charkop,120.0
Lodha Palava Trinity ,Lodha Lakeshore Green Khoni Mumbai Beyond Thane Mumbai,1.25 Crore,10775,Carpet Area,3,3,9,0 to 1 Year,Ready To Move,1160,Mumbai Thane,125.0
NMS Moreshwar Plaza ,Sector 29 Nerul Sector 29 Nerul Navi Mumbai Mumbai,1.45 Crore,12608,Built Up Area,2,2,4,1 to 5 Year,Ready To Move,1150,Nerul Navi-Mumbai,145.0
Unnamed Property,Sector 20 Koparkhairane Navi Mumbai Mumbai,1.25 Crore,17605,Carpet Area,2,2,4,10+ Year,Ready To Move,710,Koparkhairane Navi-Mumbai,125.0
Swaraj Planet ,Koparkhairane Navi Mumbai Mumbai,1.05 Crore,9704,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,1082,Koparkhairane Navi-Mumbai,105.0
Raunak City 4 ,Adharwadi Near Don Bosco School Kalyan West Mumbai Beyond Thane Mumbai,55 Lac,5599,Super Built Up Area,2,2,17,1 to 5 Year,Ready To Move,911,Mumbai Thane,55.0
Progressive Pearl ,Sector 4A Koparkhairane Navi Mumbai Mumbai,90 Lac,15652,Carpet Area,2,2,5,5 to 10 Year,Ready To Move,575,Koparkhairane Navi-Mumbai,90.0
Unnamed Property,Vakola Mumbai South West Mumbai,2.35 Crore,22359,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1051,Vakola Mumbai,235.0
Unnamed Property,Prabhat Colony Mumbai South West Mumbai,1.97 Crore,23313,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,845,Colony Mumbai,197.0
Unnamed Property,Prabhat Colony Mumbai South West Mumbai,2.5 Crore,23496,Super Built Up Area,2,2,5,0 to 1 Year,Ready To Move,1064,Colony Mumbai,250.0
Unnamed Property,Santacruz East Mumbai South West Mumbai,1.1 Crore,13301,Super Built Up Area,1,1,2,10+ Year,Ready To Move,827,Santacruz Mumbai,110.0
Primus Residences ,Santacruz East Mumbai South West Mumbai,2.7 Crore,24368,Super Built Up Area,2,2,12,1 to 5 Year,Ready To Move,1108,Santacruz Mumbai,270.0
Unnamed Property,Santacruz East Mumbai South West Mumbai,92 Lac,16197,Super Built Up Area,1,1,5,10+ Year,Ready To Move,568,Santacruz Mumbai,92.0
Unnamed Property,Prabhat Colony Mumbai South West Mumbai,2.25 Crore,19876,Super Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1132,Colony Mumbai,225.0
Shivalik Tower ,Opposite Express Highway Kandivali East Mumbai,2.25 Crore,21428,Carpet Area,2,2,12,10+ Year,Ready To Move,1050,Highway Kandivali,225.0
Chandiwala Pearl Heights ,Yagna Nagar Mumbai,2.14 Crore,28533,Carpet Area,2,2,9,10+ Year,Ready To Move,750,Yagna Nagar,214.0
Unnamed Property,Versova Mumbai,2.05 Crore,27333,Carpet Area,2,2,9,10+ Year,Ready To Move,750,Versova Mumbai,205.0
Chandiwala Pearl Heights ,Yagna Nagar Mumbai,2.15 Crore,28666,Carpet Area,2,2,9,10+ Year,Ready To Move,750,Yagna Nagar,215.0
Unnamed Property,000 Malad West Mumbai,4.6 Crore,41181,Carpet Area,3,3,23,1 to 5 Year,Ready To Move,1117,Malad Mumbai,460.0
Kanakia Hollywood ,Versova Mumbai,2.85 Crore,39583,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,720,Versova Mumbai,285.0
Vinay Unique Imperia ,Virar West Mira Road And Beyond Mumbai,26 Lac,3714,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,700,Mira Road,26.0
Bindra Complex ,101 Andheri East Mumbai,1.55 Crore,25409,Carpet Area,2,2,1,0 to 1 Year,Ready To Move,610,Andheri Mumbai,155.0
Bindra Complex ,102 Andheri East Mumbai,1 Crore,25000,Carpet Area,1,2,10,0 to 1 Year,Ready To Move,400,Andheri Mumbai,100.0
Unnamed Property,Versova Mumbai,2.2 Crore,29333,Carpet Area,2,2,4,10+ Year,Ready To Move,750,Versova Mumbai,220.0
Unnamed Property,302 Andheri East Mumbai,1.1 Crore,24444,Carpet Area,1,2,4,5 to 10 Year,Ready To Move,450,Andheri Mumbai,110.0
Poonam Park View ,Virar West Mira Road And Beyond Mumbai,38 Lac,5801,Super Built Up Area,1,2,9,1 to 5 Year,Ready To Move,655,Mira Road,38.0
Unnamed Property,Amboli Mumbai,2.11 Crore,18347,Carpet Area,3,3,12,10+ Year,Ready To Move,1150,Amboli Mumbai,211.0
Unnamed Property,201 90 feet Road Central Mumbai suburbs Mumbai,75 Lac,15789,Built Up Area,1,1,4,10+ Year,Ready To Move,475,Central Mumbai,75.0
Unnamed Property,401 Friends Colony Central Mumbai suburbs Mumbai,70 Lac,14000,Built Up Area,1,1,4,10+ Year,Ready To Move,500,Central Mumbai,70.0
Shah Complex 2 ,Sector 13 Sanpada Navi Mumbai Mumbai,1.15 Crore,20909,Carpet Area,2,2,5,10+ Year,Ready To Move,550,Sanpada Navi-Mumbai,115.0
City Icon ,Sector 19 Taloja Phase 2 Taloja Navi Mumbai Mumbai,58 Lac,5523,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1050,Taloja Navi-Mumbai,58.0
Muktistar Mannat ,Sector 20 Taloja Navi Mumbai Mumbai,43 Lac,4300,Super Built Up Area,2,2,1,5 to 10 Year,Ready To Move,1000,Taloja Navi-Mumbai,43.0
Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,42 Lac,6461,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,650,Taloja Navi-Mumbai,42.0
Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,35.5 Lac,5461,Super Built Up Area,1,1,6,1 to 5 Year,Ready To Move,650,Taloja Navi-Mumbai,35.5
Arihant Amodini ,Sector 24 Taloja Navi Mumbai Mumbai,65 Lac,6074,Carpet Area,2,2,15,5 to 10 Year,Ready To Move,1070,Taloja Navi-Mumbai,65.0
SM Olive Paradise ,Sector 20 Taloja Navi Mumbai Mumbai,36 Lac,5496,Super Built Up Area,1,1,5,1 to 5 Year,Ready To Move,655,Taloja Navi-Mumbai,36.0
City Icon ,Taloja Navi Mumbai Mumbai,56 Lac,5333,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1050,Taloja Navi-Mumbai,56.0
Evershine Millennium Paradise ,Thakur Village Mumbai,1.05 Crore,17796,Built Up Area,1,2,3,10+ Year,Ready To Move,590,Thakur Village,105.0
SD Alpine ,Kandivali East Mumbai,3.45 Crore,18852,Super Built Up Area,3,3,7,1 to 5 Year,Ready To Move,1830,Kandivali Mumbai,345.0
BKS Galaxy ,Sector 35I Kharghar Navi Mumbai Mumbai,99 Lac,8608,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1150,Kharghar Navi-Mumbai,99.0
Dhruv Heights ,Sector 10 Kharghar Navi Mumbai Mumbai,1.65 Crore,10153,Super Built Up Area,3,3,7,5 to 10 Year,Ready To Move,1625,Kharghar Navi-Mumbai,165.0
Giriraj Horizon ,Sector 20 Kharghar Navi Mumbai Mumbai,1.65 Crore,11000,Super Built Up Area,3,3,7,5 to 10 Year,Ready To Move,1500,Kharghar Navi-Mumbai,165.0
Unnamed Property,Sector 12 Kharghar Navi Mumbai Mumbai,1.35 Crore,11250,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1200,Kharghar Navi-Mumbai,135.0
Kesar Harmony ,Sector 6 Kharghar Navi Mumbai Mumbai,2.7 Crore,15743,Super Built Up Area,3,3,6,5 to 10 Year,Ready To Move,1715,Kharghar Navi-Mumbai,270.0
Regency Gardens ,Sector 6 Kharghar Navi Mumbai Mumbai,3.5 Crore,14861,Super Built Up Area,4,4,3,5 to 10 Year,Ready To Move,2355,Kharghar Navi-Mumbai,350.0
White City ,006 Kandivali East Mumbai,1.6 Crore,16000,Super Built Up Area,2,2,20,0 to 1 Year,Ready To Move,1000,Kandivali Mumbai,160.0
White City ,Kandivali East Mumbai,2.2 Crore,18333,Super Built Up Area,2,2,16,0 to 1 Year,Ready To Move,1200,Kandivali Mumbai,220.0
White City ,001 Kandivali East Mumbai,1.08 Crore,14117,Super Built Up Area,1,1,21,0 to 1 Year,Ready To Move,765,Kandivali Mumbai,108.0
White City ,005 Kandivali East Mumbai,165 Crore,1650000,Super Built Up Area,2,2,21,0 to 1 Year,Ready To Move,1000,Kandivali Mumbai,16500.0
White City ,006 Kandivali East Mumbai,1.6 Crore,16000,Super Built Up Area,2,2,20,0 to 1 Year,Ready To Move,1000,Kandivali Mumbai,160.0
White City ,007 Kandivali East Mumbai,1.15 Crore,15032,Super Built Up Area,1,2,25,0 to 1 Year,Ready To Move,765,Kandivali Mumbai,115.0
Gurukrupa Marina Enclave ,20th Malad West Mumbai,1.88 Crore,22380,Carpet Area,3,3,19,0 to 1 Year,Ready To Move,840,Th Malad,188.0
Bhagwati Greens ,Sector 23 Kharghar Navi Mumbai Mumbai,3.5 Crore,27450,Carpet Area,3,3,10,1 to 5 Year,Ready To Move,1275,Kharghar Navi-Mumbai,350.0
Armstrongs Hex Blox ,Sector 10 Kharghar Navi Mumbai Mumbai,1.25 Crore,10000,Super Built Up Area,2,2,10,5 to 10 Year,Ready To Move,1250,Kharghar Navi-Mumbai,125.0
Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,2.2 Crore,11000,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,2000,Kharghar Navi-Mumbai,220.0
Aakash Srishthi ,Andheri East Mumbai,1.35 Crore,31000,Carpet Area,1,2,6,0 to 1 Year,Ready To Move,438,Andheri Mumbai,135.0
Unnamed Property,Kanjur marg west Central Mumbai suburbs Mumbai,2.95 Crore,33637,Carpet Area,3,2,44,0 to 1 Year,Ready To Move,877,Central Mumbai,295.0
Luxora Crystal Spires ,0000 Manpada Thane Mumbai,2.4 Crore,17910,Carpet Area,3,3,3,0 to 1 Year,Ready To Move,1340,Manpada Thane,240.0
Luxora Crystal Spires ,0000 Manpada Thane Mumbai,2.6 Crore,17449,Carpet Area,3,3,3,0 to 1 Year,Ready To Move,1490,Manpada Thane,260.0
Dosti Imperia ,Manpada Thane Mumbai,2.5 Crore,14285,Super Built Up Area,3,3,19,1 to 5 Year,Ready To Move,1750,Manpada Thane,250.0
Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,52 Lac,7172,Super Built Up Area,1,1,2,1 to 5 Year,Ready To Move,725,Ulwe Navi-Mumbai,52.0
Unnamed Property,001 Sector 20 Ulwe Navi Mumbai Mumbai,57 Lac,8142,Built Up Area,1,1,4,1 to 5 Year,Ready To Move,700,Ulwe Navi-Mumbai,57.0
Neelkanth Greens ,Manpada Thane Mumbai,2.5 Crore,13888,Super Built Up Area,3,3,26,5 to 10 Year,Ready To Move,1800,Manpada Thane,250.0
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,43 Lac,7350,Super Built Up Area,1,1,2,1 to 5 Year,Ready To Move,585,Ulwe Navi-Mumbai,43.0
Unnamed Property,Patlipada Thane Mumbai,1.5 Crore,16666,Super Built Up Area,2,2,3,5 to 10 Year,Ready To Move,900,Patlipada Thane,150.0
Kalpataru Hills ,Manpada Thane Mumbai,1.11 Crore,12333,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,900,Manpada Thane,111.0
T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,1.85 Crore,14230,Super Built Up Area,3,2,11,1 to 5 Year,Ready To Move,1300,Manpada Thane,185.0
T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,2.55 Crore,13421,Super Built Up Area,3,3,3,1 to 5 Year,Ready To Move,1900,Manpada Thane,255.0
Neelkanth Greens ,Manpada Thane Mumbai,1.1 Crore,12222,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,900,Manpada Thane,110.0
Unnamed Property,Natwar Nagar Mumbai,63.5 Lac,28222,Carpet Area,1,1,11,1 to 5 Year,Ready To Move,225,Natwar Nagar,63.5
Unnamed Property,Ulwe Navi Mumbai Mumbai,75 Lac,7653,Built Up Area,2,2,1,1 to 5 Year,Ready To Move,980,Ulwe Navi-Mumbai,75.0
Unnamed Property,Ulwe Navi Mumbai Mumbai,45 Lac,6617,Built Up Area,1,1,4,1 to 5 Year,Ready To Move,680,Ulwe Navi-Mumbai,45.0
Unnamed Property,Ulwe Navi Mumbai Mumbai,56 Lac,8888,Built Up Area,1,1,8,1 to 5 Year,Ready To Move,630,Ulwe Navi-Mumbai,56.0
Om Cygnus ,Sector 16 Ulwe Navi Mumbai Mumbai,1.04 Crore,9086,Super Built Up Area,2,2,10,1 to 5 Year,Ready To Move,1150,Ulwe Navi-Mumbai,104.0
Star Galaxy ,Sector 18 Ulwe Navi Mumbai Mumbai,85.89 Lac,7278,Super Built Up Area,2,2,8,1 to 5 Year,Ready To Move,1180,Ulwe Navi-Mumbai,85.9
Siddhivinayak Utopia ,Ulwe Navi Mumbai Mumbai,1.05 Crore,9083,Super Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1156,Ulwe Navi-Mumbai,105.0
Acme Ozone ,Manpada Thane Mumbai,1.2 Crore,17142,Carpet Area,2,3,16,5 to 10 Year,Ready To Move,700,Manpada Thane,120.0
Neelkanth Greens ,Manpada Thane Mumbai,1.5 Crore,13636,Super Built Up Area,2,2,23,5 to 10 Year,Ready To Move,1100,Manpada Thane,150.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,1.5 Crore,38461,Carpet Area,1,1,8,1 to 5 Year,Ready To Move,390,Central Mumbai,150.0
Unnamed Property,Rajan Pada Mumbai,1.65 Crore,15714,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1050,Rajan Pada,165.0
Dhoot New Sonali CHS ,Malad West Mumbai,2.1 Crore,21000,Super Built Up Area,2,2,8,0 to 1 Year,Ready To Move,1000,Malad Mumbai,210.0
Dhoot New Sonali CHS ,Malad West Mumbai,2.79 Crore,31208,Carpet Area,3,3,9,0 to 1 Year,Ready To Move,894,Malad Mumbai,279.0
Shapoorji Pallonji Vicinia ,Chandivali Central Mumbai suburbs Mumbai,3.65 Crore,34112,Carpet Area,3,3,16,0 to 1 Year,Ready To Move,1070,Central Mumbai,365.0
Unnamed Property,Goregaon West Mumbai,2.75 Crore,17515,Super Built Up Area,2,2,20,5 to 10 Year,Ready To Move,1570,Goregaon Mumbai,275.0
Kalpataru Pinnacle ,Goregaon West Mumbai,9.75 Crore,62903,Carpet Area,3,3,3,1 to 5 Year,Ready To Move,1550,Goregaon Mumbai,975.0
Unnamed Property,Kandivali West Mumbai,1.05 Crore,26250,Carpet Area,1,2,2,10+ Year,Ready To Move,400,Kandivali Mumbai,105.0
Unnamed Property,107 Shirgaon Mumbai Beyond Thane Mumbai,21.75 Lac,3107,Super Built Up Area,1,1,1,1 to 5 Year,Ready To Move,700,Mumbai Thane,21.8
Unnamed Property,401 Shirgaon Mumbai Beyond Thane Mumbai,20.5 Lac,3106,Super Built Up Area,1,1,4,5 to 10 Year,Ready To Move,660,Mumbai Thane,20.5
Unnamed Property,302 Shirgaon Mumbai Beyond Thane Mumbai,20.21 Lac,3062,Super Built Up Area,1,1,3,5 to 10 Year,Ready To Move,660,Mumbai Thane,20.2
Unnamed Property,003 Shirgaon Mumbai Beyond Thane Mumbai,14.5 Lac,3536,Super Built Up Area,1,1,0,1 to 5 Year,Ready To Move,410,Mumbai Thane,14.5
Unnamed Property,Borivali West Mumbai,2.25 Crore,28125,Carpet Area,2,2,3,10+ Year,Ready To Move,800,Borivali Mumbai,225.0
Unnamed Property,Mahavir Nagar Mumbai,3.25 Crore,40625,Carpet Area,3,3,7,10+ Year,Ready To Move,800,Mahavir Nagar,325.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,1.45 Crore,38284,Carpet Area,1,2,14,0 to 1 Year,Ready To Move,379,Central Mumbai,145.0
Lodha Casa Ultima ,001 Chirak Nagar Thane Mumbai,96 Lac,11428,Super Built Up Area,2,2,12,5 to 10 Year,Ready To Move,840,Nagar Thane,96.0
Anchorage Apartment ,Bandra West Mumbai South West Mumbai,3.41 Crore,53198,Carpet Area,2,2,6,10+ Year,Ready To Move,641,Bandra Mumbai,341.0
Unnamed Property,Bandra West Mumbai South West Mumbai,6.75 Crore,54086,Carpet Area,3,3,3,10+ Year,Ready To Move,1248,Bandra Mumbai,675.0
SD Epsilon Tower ,Thakur Village Mumbai,2.95 Crore,28175,Carpet Area,3,3,14,0 to 1 Year,Ready To Move,1047,Thakur Village,295.0
