Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Unnamed Property,"201, Kharghar, Navi-Mumbai, Mumbai",54 Lac,"7,200",Carpet area: 750 (69.68 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Dombivli East Thane, Mumbai",45 Lac,"7,075",Carpet area: 636 (59.09 sq.m.),2,2,4th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Dombivli East Thane, Mumbai",47 Lac,"7,389",Carpet area: 636 (59.09 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move
Tharwani Vedant Nakshatra ," Hendre Pada, Mumbai Beyond Thane, Mumbai",26 Lac,"3,641",Built Up area: 714 (66.33 sq.m.),1,2,4th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"604, Dombivli East Thane, Mumbai",37 Lac,"5,075",Built Up area: 729 (67.73 sq.m.)Carpet area: 504 sq.ft. (46.82 sq.m.),1,1,6th  ,1 to 5 Year Old, Ready to move
Sumukha ,"Middle Floor, Sector 35I Kharghar, Navi-Mumbai, Mumbai",90 Lac,"8,064",Super Built up area 1116(103.68 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,7th  ,10+ Year Old, Ready to move
Nisarg Hyde Park ,"Lower, Sector 35G Kharghar, Navi-Mumbai, Mumbai",1.7 Crore,"10,967",Super Built up area 1550(144 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 958 sq.ft. (89 sq.m.),3,3,1st  ,5 to 10 Year Old, Ready to move
AO f Residences ," Malad East,  Mumbai",2.9 Crore,"27,001",Carpet area: 1074 (99.78 sq.m.),3,3,31st  ,0 to 1 Year Old, Ready to move
AO f Residences ," Malad East,  Mumbai",1.9 Crore,"26,063",Carpet area: 729 (67.73 sq.m.),2,2,31st  ,0 to 1 Year Old, Ready to move
Paradise Sai Jewel ,"Lower Floor, Sector 35I Kharghar, Navi-Mumbai, Mumbai",1.1 Crore,"8,870",Super Built up area 1240(115.2 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
BKS Galaxy ," Sector 35I Kharghar, Navi-Mumbai, Mumbai",90 Lac,"5,625",Super Built up area 1600(148.64 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"Higher Floor, Kharghar, Navi-Mumbai, Mumbai",1 Crore,"8,695",Super Built up area 1150(106.84 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,16th  ,10+ Year Old, Ready to move
Giriraj Horizon ,"Higher, Sector 20 Kharghar, Navi-Mumbai, Mumbai",1.5 Crore,"9,953",Super Built up area 1507(140 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,3,5th  ,10+ Year Old, Ready to move
Fortune Heights ,"Middle, Kharghar, Navi-Mumbai, Mumbai",88 Lac,"8,421",Super Built up area 1045(97.08 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,5th  ,10+ Year Old, Ready to move
Paradise Sai Harmony ,"Ulwe Navi-Mumbai, Sector 21 Ulwe, Navi-Mumbai, Mumbai",76 Lac,"6,359",Super Built up area 1195(111.02 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,4th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Sector 36, Kharghar, Navi-Mumbai, Mumbai",35 Lac,"10,294",Carpet area: 340 (31.59 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi-Mumbai, Mumbai",1.66 Crore,"12,779",Super Built up area 1299(120.68 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,5th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Mahavir Nagar,  Mumbai",1.07 Crore,"25,176",Carpet area: 425 (39.48 sq.m.),1,2,6th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"Sector36, Kharghar, Navi-Mumbai, Mumbai",36 Lac,"10,285",Carpet area: 350 (32.52 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Ghansoli, Navi-Mumbai, Mumbai",2.66 Crore,"26,626",Carpet area: 999 (92.81 sq.m.),3,3,37th  ,1 to 5 Year Old, Ready to move Property
Gurukrupa Aramus Complex ,"1005, Ulwe, Navi-Mumbai, Mumbai",54 Lac,"7,848",Super Built up area 688(63.92 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 415 sq.ft. (38.55 sq.m.),1,2,10th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"201, Kharvai, Mumbai Beyond Thane, Mumbai",24 Lac,"3,720",Built Up area: 645 (59.92 sq.m.),1,2,2nd  ,0 to 1 Year Old, Ready to move
AO f Residences ," Malad East,  Mumbai",2.8 Crore,"26,063",Carpet area: 1074.3 (99.81 sq.m.),3,3,20th  ,0 to 1 Year Old, Ready to move
One Hiranandani Park ,"Fairway, Hiranandani-Estate, Thane, Mumbai",1.6 Crore,"28,622",Carpet area: 559 (51.93 sq.m.),2,2,15th  ,1 to 5 Year Old, Ready to move Property
Hiranandani Lavinia ," Hiranandani-Estate, Thane, Mumbai",95 Lac,"19,000",Carpet area: 500 (46.45 sq.m.),2,2,12nd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"1401, Hiranandani-Estate, Thane, Mumbai",88 Lac,"20,952",Carpet area: 420 (39.02 sq.m.),1,2,Ground,1 to 5 Year Old, Ready to move Property
Gokuldham Complex ," Goregaon East,  Mumbai",90 Lac,"23,684",Carpet area: 380 (35.3 sq.m.),1,1,Ground,10+ Year Old, Ready to move
K Raheja Heights ," Malad East,  Mumbai",1.9 Crore,"26,425",Carpet area: 719 (66.8 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
Unnamed Property," Goregaon East,  Mumbai",88 Lac,"23,157",Carpet area: 380 (35.3 sq.m.),1,1,1st  ,10+ Year Old, Ready to move
Rashmi Pride C ,"304, Mira Road, Mira Road And Beyond, Mumbai",1.1 Crore,"10,476",Super Built up area 1050(97.55 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3,2,4th  ,10+ Year Old, Ready to move
SD Alpine ,"2702, Kandivali East,  Mumbai",2.35 Crore,"30,322",Super Built up area 1075(99.87 sq.m.)Built Up area: 925 sq.ft. (85.94 sq.m.)Carpet area: 775 sq.ft. (72 sq.m.),2,2,27th  ,1 to 5 Year Old, Ready to move Property
SD Alpine ," Kandivali East,  Mumbai",2.4 Crore,"30,967",Carpet area: 775 (72 sq.m.),2,2,31st  ,1 to 5 Year Old, Ready to move Property
SD Alpine ," Kandivali East,  Mumbai",2.45 Crore,"20,264",Super Built up area 1209(112.32 sq.m.)Carpet area: 775 sq.ft. (72 sq.m.),2,2,32nd  ,1 to 5 Year Old, Ready to move Property
SD Epsilon Tower ," Thakur Village,  Mumbai",3.4 Crore,"26,153",Super Built up area 1300(120.77 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,31st  ,1 to 5 Year Old, Ready to move Property
Raj Rudraksha ,"502, Dahisar East,  Mumbai",1.19 Crore,"19,101",Carpet area: 623 (57.88 sq.m.),2,2,5th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Thane West, Thane, Mumbai",87 Lac,"8,487",Super Built up area 1025(95.23 sq.m.)Built Up area: 1020 sq.ft. (94.76 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
Evershine Woods ," Mira Road East, Mira Road And Beyond, Mumbai",1 Crore,"7,633",Super Built up area 1310(121.7 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3,2,6th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"303, Sector 11 Koparkhairane, Navi-Mumbai, Mumbai",2.09 Crore,"13,933",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),3,3,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 15 Koparkhairane, Navi-Mumbai, Mumbai",1.05 Crore,"10,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Unnamed Property,"202, Sector 11 Koparkhairane, Navi-Mumbai, Mumbai",1.6 Crore,"14,545",Super Built up area 1100(102.19 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Vinayak Garden ," Dombivli East Thane, Mumbai",19.2 Lac,"4,800",Built Up area: 400 (37.16 sq.m.),1,1,3rd  ,0 to 1 Year Old, Ready to move
Vinayak Garden ," Dombivli East Thane, Mumbai",19.2 Lac,"4,740",Built Up area: 405 (37.63 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move
Vinayak Garden ," Dombivli East Thane, Mumbai",19 Lac,"4,750",Built Up area: 400 (37.16 sq.m.),1,1,3rd  ,0 to 1 Year Old, Ready to move
Vinayak Garden ," Dombivli East Thane, Mumbai",41 Lac,"4,767",Super Built up area 860(79.9 sq.m.),2,2,4th  ,0 to 1 Year Old, Ready to move
Vinayak Garden ," Dombivli East Thane, Mumbai",19.19 Lac,"4,785",Built Up area: 401 (37.25 sq.m.),1,1,1st  ,0 to 1 Year Old, Ready to move
NG Tivoli ," Mira Road East, Mira Road And Beyond, Mumbai",75 Lac,"10,869",Super Built up area 690(64.1 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,10th  ,0 to 1 Year Old, Ready to move
GNC Surabhi Complex ," Mira Bhayandar, Mira Road And Beyond, Mumbai",53 Lac,"11,777",Super Built up area 450(41.81 sq.m.)Built Up area: 370 sq.ft. (34.37 sq.m.),1,1,3rd  ,5 to 10 Year Old, Ready to move
Manibhadra CHS ," Sector 16 Koparkhairane, Navi-Mumbai, Mumbai",85 Lac,"9,444",Super Built up area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Space Ashley Gardens ," Mira Road, Mira Road And Beyond, Mumbai",1.1 Crore,"11,398",Super Built up area 965(89.65 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,1st  ,5 to 10 Year Old, Ready to move
Unnamed Property," IC Colony,  Mumbai",1.87 Crore,"30,858",Carpet area: 606 (56.3 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move Property
Mallhar Bhimashankar Heights ," Kandarpada,  Mumbai",2.59 Crore,"26,030",Carpet area: 995 (92.44 sq.m.),3,3,18th  ,0 to 1 Year Old, Ready to move Property
Mallhar Bhimashankar Heights ," Kandarpada,  Mumbai",2.35 Crore,"23,618",Carpet area: 995 (92.44 sq.m.),3,3,3rd  ,0 to 1 Year Old, Ready to move Property
Paradise Sai Crystals ,"810, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.1 Crore,"8,979",Super Built up area 1225(113.81 sq.m.),2,2,7th  ,5 to 10 Year Old, Ready to move
Paradise Sai Crystals ,"170, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.8 Crore,"10,526",Super Built up area 1710(158.86 sq.m.),3,3,21st  ,5 to 10 Year Old, Ready to move
Paradise Sai Miracle ,"123, Sector 35E Kharghar, Navi-Mumbai, Mumbai",1.35 Crore,"11,020",Super Built up area 1225(113.81 sq.m.),2,2,27th  ,5 to 10 Year Old, Ready to move
Westin Eksar Gurukripa CHSL ,"101, Borivali West,  Mumbai",1.95 Crore,"31,914",Carpet area: 611 (56.76 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"000, Borivali West,  Mumbai",1.02 Crore,"25,500",Carpet area: 400 (37.16 sq.m.),1,1,1st  ,5 to 10 Year Old, Ready to move
Omkar Alta Monte ,"Omkar Alta Monte Malad East, Malad East,  Mumbai",3 Crore,"24,193",Super Built up area 1750(162.58 sq.m.)Built Up area: 1458 sq.ft. (135.45 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,6th  ,0 to 1 Year Old, Ready to move
Sanyam Ashok Odyssey ," Ghatkopar West, Central Mumbai suburbs, Mumbai",1.36 Crore,"27,983",Carpet area: 486 (45.15 sq.m.),1,2,1st  ,0 to 1 Year Old, Ready to move
Sanyam Ashok Odyssey ," Ghatkopar West, Central Mumbai suburbs, Mumbai",1.71 Crore,"26,635",Carpet area: 642 (59.64 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Paradise Sai Wonder ,"810, Sector 35I Kharghar, Navi-Mumbai, Mumbai",1.1 Crore,"9,821",Super Built up area 1120(104.05 sq.m.),2,2,9th  ,5 to 10 Year Old, Ready to move
Unnamed Property," Khardi, Mumbai Beyond Thane, Mumbai",1.49 Crore,"1,752",Plot area 8500(789.68 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,2,10+ Year Old, Ready to move
Vighnahar Complex ,"Kharghar, Sector 12 Kharghar, Navi-Mumbai, Mumbai",1.2 Crore,"11,707",Super Built up area 1025(95.23 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move Property
Rushabhdev Omkar Heights ,"Kharghar, Sector 35E Kharghar, Navi-Mumbai, Mumbai",90 Lac,"7,826",Super Built up area 1150(106.84 sq.m.)Built Up area: 1020 sq.ft. (94.76 sq.m.)Carpet area: 692 sq.ft. (64.29 sq.m.),2,2,14th  ,5 to 10 Year Old, Ready to move Property
Juhi Niharika Residency ,"Kharghar, Sector 34B Kharghar, Navi-Mumbai, Mumbai",95 Lac,"8,878",Super Built up area 1070(99.41 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move Property
Haware Splendor ,"100, Sector 20 Kharghar, Navi-Mumbai, Mumbai",68 Lac,"10,461",Super Built up area 650(60.39 sq.m.),1,1,1st  ,5 to 10 Year Old, Ready to move
Unnamed Property," Sanpada, Navi-Mumbai, Mumbai",1.3 Crore,"16,250",Super Built up area 800(74.32 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2,2,6th  ,10+ Year Old, Ready to move
Kohinoor City Mumbai ," kurla west, Central Mumbai suburbs, Mumbai",2.2 Crore,"20,952",Super Built up area 1050(97.55 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,4th  ,10+ Year Old, Ready to move
Unnamed Property,"Vashi, Sector 10 Vashi, Navi-Mumbai, Mumbai",68 Lac,"12,363",Built Up area: 550 (51.1 sq.m.)Carpet area: 399 sq.ft. (37.07 sq.m.),1,1,1st  ,10+ Year Old, Ready to move Property
Kohinoor City Mumbai ," kurla west, Central Mumbai suburbs, Mumbai",2.5 Crore,"22,727",Super Built up area 1650(153.29 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,6th  ,10+ Year Old, Ready to move
Agarwal Lifestyle ,"Global City, Virar West, Mira Road And Beyond, Mumbai",51.1 Lac,"5,350",Super Built up area 955(88.72 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
Laxmi Avenue D Global City ,"Global City, Virar West, Mira Road And Beyond, Mumbai",34.05 Lac,"4,127",Super Built up area 825(76.65 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
Sumit Greendale ,"Global City, Virar West, Mira Road And Beyond, Mumbai",30.6 Lac,"4,857",Super Built up area 630(58.53 sq.m.)Carpet area: 465 sq.ft. (43.2 sq.m.),1,2,2nd  ,1 to 5 Year Old, Ready to move
Mathuresh Krupa ,"Global City, Virar West, Mira Road And Beyond, Mumbai",26.76 Lac,"4,351",Super Built up area 615(57.14 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move
Laxmi Avenue D Global City ,"Global City, Virar West, Mira Road And Beyond, Mumbai",34.08 Lac,"4,130",Super Built up area 825(76.65 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2,2,2nd  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Global City, Chikhal Dongari, Mira Road And Beyond, Mumbai",35.1 Lac,"4,228",Super Built up area 830(77.11 sq.m.)Carpet area: 625 sq.ft. (58.06 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move
Goodwill Paradise ,"Kharghar, Sector 15 Kharghar, Navi-Mumbai, Mumbai",2 Crore,"11,627",Super Built up area 1720(159.79 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,6th  ,5 to 10 Year Old, Ready to move Property
Goodwill Paradise ,"Kharghar, Sector 15 Kharghar, Navi-Mumbai, Mumbai",1.4 Crore,"11,191",Super Built up area 1251(116.22 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move Property
Suman Dabas Jitendra Tower ,"100, Sector 18 Kharghar, Navi-Mumbai, Mumbai",52 Lac,"8,125",Super Built up area 640(59.46 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move
Sai Yashaskaram ,"Kharghar, Sector 27 Kharghar, Navi-Mumbai, Mumbai",1.35 Crore,"11,739",Super Built up area 1150(106.84 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 747 sq.ft. (69.4 sq.m.),2,2,18th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"100, Sector 19 Kharghar, Navi-Mumbai, Mumbai",55 Lac,"8,461",Built Up area: 650 (60.39 sq.m.),1,1,1st  ,5 to 10 Year Old, Ready to move
Sai Manomay ,"Navi-Mumbai, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.1 Crore,"10,377",Super Built up area 1060(98.48 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move Property
Sai Manomay ,"Navi-Mumbai, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.5 Crore,"10,073",Super Built up area 1489(138.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,13rd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Sector 4A Koparkhairane, Navi-Mumbai, Mumbai",1.35 Crore,"16,875",Carpet area: 800 (74.32 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move
Sai Chitra Apartment ,"Near Turzon Point, Sector 8 Charkop,  Mumbai",86 Lac,"13,010",Super Built up area 661(61.41 sq.m.)Carpet area: 445 sq.ft. (41.34 sq.m.),1,2,6th  ,1 to 5 Year Old, Ready to move
Bindiya CHS ," Sector 7 Koparkhairane, Navi-Mumbai, Mumbai",1.2 Crore,"17,142",Carpet area: 700 (65.03 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 7 Koparkhairane, Navi-Mumbai, Mumbai",1.16 Crore,"16,000",Carpet area: 725 (67.35 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 7 Koparkhairane, Navi-Mumbai, Mumbai",94 Lac,"13,623",Carpet area: 690 (64.1 sq.m.),2,2,1st  ,5 to 10 Year Old, Ready to move
Sumit Greendale ,"Global City, Virar West, Mira Road And Beyond, Mumbai",36.7 Lac,"4,448",Super Built up area 825(76.65 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2,2,Ground,1 to 5 Year Old, Ready to move
Mathuresh Krupa ,"Global City, Virar West, Mira Road And Beyond, Mumbai",25.5 Lac,"4,146",Super Built up area 615(57.14 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1,1,Ground,1 to 5 Year Old, Ready to move
Raunak City 2 ," Kalyan West, Mumbai Beyond Thane, Mumbai",32 Lac,"5,345",Super Built up area 590(54.81 sq.m.)Carpet area: 370 sq.ft. (34.37 sq.m.),1,1,1st  ,1 to 5 Year Old, Ready to move
Raunak City 4 ," Kalyan West, Mumbai Beyond Thane, Mumbai",33 Lac,"5,500",Super Built up area 600(55.74 sq.m.)Carpet area: 370 sq.ft. (34.37 sq.m.),1,1,4th  ,1 to 5 Year Old, Ready to move
Raunak City 3 ,"Adharwadi, Kalyan West, Kalyan West, Mumbai Beyond Thane, Mumbai",33.5 Lac,"5,116",Super Built up area 645(59.92 sq.m.)Built Up area: 607 sq.ft. (56.39 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
Sai Siddhi Apartment ," Sector 8 Charkop,  Mumbai",1.2 Crore,"19,354",Carpet area: 620 (57.6 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property,"Turzon Point, Sector 8 Charkop,  Mumbai",1.2 Crore,"18,604",Carpet area: 645 (59.92 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Lodha Palava Trinity ,"Lodha Lakeshore Green, Khoni, Mumbai Beyond Thane, Mumbai",1.25 Crore,"10,775",Carpet area: 1160 (107.77 sq.m.),3,3,9th  ,0 to 1 Year Old, Ready to move Property
NMS Moreshwar Plaza ,"Sector 29 Nerul, Sector 29 Nerul, Navi-Mumbai, Mumbai",1.45 Crore,"12,608",Built Up area: 1150 (106.84 sq.m.)Carpet area: 685 sq.ft. (63.64 sq.m.),2,2,4th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"Sector 20, Koparkhairane, Navi-Mumbai, Mumbai",1.25 Crore,"17,605",Carpet area: 710 (65.96 sq.m.),2,2,4th  ,10+ Year Old, Ready to move
Swaraj Planet ," Koparkhairane, Navi-Mumbai, Mumbai",1.05 Crore,"9,704",Super Built up area 1082(100.52 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
Raunak City 4 ,"Adharwadi, Near Don Bosco School, Kalyan West, Mumbai Beyond Thane, Mumbai",55 Lac,"5,599",Super Built up area 911(84.63 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,17th  ,1 to 5 Year Old, Ready to move
Progressive Pearl ," Sector 4A Koparkhairane, Navi-Mumbai, Mumbai",90 Lac,"15,652",Carpet area: 575 (53.42 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move
Unnamed Property," Vakola, Mumbai South West, Mumbai",2.35 Crore,"22,359",Super Built up area 1051(97.64 sq.m.)Built Up area: 788 sq.ft. (73.21 sq.m.)Carpet area: 657 sq.ft. (61.04 sq.m.),2,2,9th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Prabhat Colony, Mumbai South West, Mumbai",1.97 Crore,"23,313",Super Built up area 845(78.5 sq.m.)Built Up area: 635 sq.ft. (58.99 sq.m.)Carpet area: 525 sq.ft. (48.77 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Unnamed Property," Prabhat Colony, Mumbai South West, Mumbai",2.5 Crore,"23,496",Super Built up area 1064(98.85 sq.m.)Built Up area: 798 sq.ft. (74.14 sq.m.)Carpet area: 665 sq.ft. (61.78 sq.m.),2,2,5th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Santacruz East, Mumbai South West, Mumbai",1.1 Crore,"13,301",Super Built up area 827(76.83 sq.m.)Built Up area: 620 sq.ft. (57.6 sq.m.)Carpet area: 517 sq.ft. (48.03 sq.m.),1,1,2nd  ,10+ Year Old, Ready to move
Primus Residences ," Santacruz East, Mumbai South West, Mumbai",2.7 Crore,"24,368",Super Built up area 1108(102.94 sq.m.)Built Up area: 831 sq.ft. (77.2 sq.m.)Carpet area: 693 sq.ft. (64.38 sq.m.),2,2,12nd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Santacruz East, Mumbai South West, Mumbai",92 Lac,"16,197",Super Built up area 568(52.77 sq.m.)Built Up area: 426 sq.ft. (39.58 sq.m.)Carpet area: 355 sq.ft. (32.98 sq.m.),1,1,5th  ,10+ Year Old, Ready to move
Unnamed Property," Prabhat Colony, Mumbai South West, Mumbai",2.25 Crore,"19,876",Super Built up area 1132(105.17 sq.m.)Built Up area: 849 sq.ft. (78.87 sq.m.)Carpet area: 708 sq.ft. (65.78 sq.m.),2,2,7th  ,0 to 1 Year Old, Ready to move
Shivalik Tower ,"Opposite Express Highway, Kandivali East,  Mumbai",2.25 Crore,"21,428",Carpet area: 1050 (97.55 sq.m.),2,2,12nd  ,10+ Year Old, Ready to move Property
Chandiwala Pearl Heights ," Yagna Nagar,  Mumbai",2.14 Crore,"28,533",Carpet area: 750 (69.68 sq.m.),2,2,9th  ,10+ Year Old, Ready to move
Unnamed Property," Versova,  Mumbai",2.05 Crore,"27,333",Carpet area: 750 (69.68 sq.m.),2,2,9th  ,10+ Year Old, Ready to move
Chandiwala Pearl Heights ," Yagna Nagar,  Mumbai",2.15 Crore,"28,666",Carpet area: 750 (69.68 sq.m.),2,2,9th  ,10+ Year Old, Ready to move
Unnamed Property,"000, Malad West,  Mumbai",4.6 Crore,"41,181",Carpet area: 1117 (103.77 sq.m.),3,3,23rd  ,1 to 5 Year Old, Ready to move
Kanakia Hollywood ," Versova,  Mumbai",2.85 Crore,"39,583",Carpet area: 720 (66.89 sq.m.),2,2,11st  ,1 to 5 Year Old, Ready to move
Vinay Unique Imperia ," Virar West, Mira Road And Beyond, Mumbai",26 Lac,"3,714",Super Built up area 700(65.03 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,2,6th  ,1 to 5 Year Old, Ready to move
Bindra Complex ,"101, Andheri East,  Mumbai",1.55 Crore,"25,409",Carpet area: 610 (56.67 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Bindra Complex ,"102, Andheri East,  Mumbai",1 Crore,"25,000",Carpet area: 400 (37.16 sq.m.),1,2,10th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Versova,  Mumbai",2.2 Crore,"29,333",Carpet area: 750 (69.68 sq.m.),2,2,4th  ,10+ Year Old, Ready to move
Unnamed Property,"302, Andheri East,  Mumbai",1.1 Crore,"24,444",Carpet area: 450 (41.81 sq.m.),1,2,4th  ,5 to 10 Year Old, Ready to move
Poonam Park View ," Virar West, Mira Road And Beyond, Mumbai",38 Lac,"5,801",Super Built up area 655(60.85 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,2,9th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Amboli,  Mumbai",2.11 Crore,"18,347",Carpet area: 1150 (106.84 sq.m.),3,3,12nd  ,10+ Year Old, Ready to move
Unnamed Property,"201, 90 feet Road, Central Mumbai suburbs, Mumbai",75 Lac,"15,789",Built Up area: 475 (44.13 sq.m.)Carpet area: 385 sq.ft. (35.77 sq.m.),1,1,4th  ,10+ Year Old, Ready to move
